grade06,grade07,grade08,grade09,grade10,grade11,grade12,county_district_school_code,economically_disadvantaged,english_learners,female,homeless,male,migrant,military_connected,in_foster_care,with_disabilities,american_indian_or_alaska_native,asian,black_or_african_american,hispanic,native_hawaiian_or_pacific_islander,two_or_more_races,white,academic_year
57.0,0.0,0.0,0.0,0.0,0.0,0.0,13-0250-055,47.3,4.6,48.0,0.0,52.0,0.0,0.8,0.2,25.2,0.2,8.8,8.4,70.4,1.3,1.3,9.7,2020-2021
58.0,0.0,0.0,0.0,0.0,0.0,0.0,13-0250-060,40.4,9.4,51.0,0.0,49.0,0.3,2.1,0.0,14.8,0.3,5.2,5.5,74.7,0.5,0.5,13.3,2020-2021
67.0,0.0,0.0,0.0,0.0,0.0,0.0,13-0250-070,37.8,5.8,45.0,0.0,55.0,0.0,0.5,0.8,25.4,0.8,9.3,6.8,62.7,0.8,1.0,18.6,2020-2021
65.0,0.0,0.0,0.0,0.0,0.0,0.0,13-0250-080,44.1,9.0,47.0,0.2,53.0,0.0,0.4,0.2,15.8,0.0,3.0,10.9,74.3,0.0,2.1,9.6,2020-2021
23.0,0.0,0.0,0.0,0.0,0.0,0.0,13-0250-090,58.2,14.8,,0.8,,0.0,0.0,0.0,2.5,0.0,7.4,4.9,77.9,0.0,0.0,9.8,2020-2021
17.0,0.0,0.0,0.0,0.0,0.0,0.0,13-0250-100,29.1,5.7,,0.0,,0.0,0.6,0.0,2.5,0.0,13.3,13.3,50.0,0.6,1.3,21.5,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-0250-300,45.5,0.0,,0.0,,0.0,0.0,0.0,19.7,0.0,6.1,6.1,77.3,0.0,0.0,10.6,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-0250-301,35.7,0.0,,0.0,,0.0,7.1,0.0,0.0,0.0,10.7,10.7,60.7,0.0,3.6,14.3,2020-2021
0.0,0.0,0.0,501.0,489.0,444.0,464.0,13-0410-020,34.9,4.4,48.0,0.0,52.0,0.0,0.0,0.0,14.8,0.2,6.6,26.0,42.4,1.5,0.1,23.2,2020-2021
0.0,502.0,504.0,0.0,0.0,0.0,0.0,13-0410-030,36.5,3.3,51.0,0.1,49.0,0.0,0.0,0.1,15.9,0.1,7.0,21.7,46.6,1.5,0.2,22.9,2020-2021
65.0,0.0,0.0,0.0,0.0,0.0,0.0,13-0410-050,49.7,11.0,50.0,0.5,50.0,0.0,0.0,1.1,19.3,0.5,7.4,25.3,54.0,1.4,0.9,10.6,2020-2021
41.0,0.0,0.0,0.0,0.0,0.0,0.0,13-0410-060,3.6,2.9,50.0,0.0,50.0,0.0,0.0,0.0,8.8,0.0,11.0,6.8,21.4,1.9,2.3,56.5,2020-2021
71.0,0.0,0.0,0.0,0.0,0.0,0.0,13-0410-080,49.3,6.6,55.0,0.0,45.0,0.0,0.0,0.0,11.3,0.3,2.5,28.1,60.6,1.4,0.3,6.9,2020-2021
64.0,0.0,0.0,0.0,0.0,0.0,0.0,13-0410-100,24.9,5.1,46.0,0.0,54.0,0.0,0.0,0.0,9.0,0.0,6.8,18.3,41.8,1.7,1.3,30.1,2020-2021
54.0,0.0,0.0,0.0,0.0,0.0,0.0,13-0410-110,33.2,8.8,49.0,0.2,51.0,0.0,0.0,0.0,14.2,0.0,7.7,23.9,50.4,2.0,0.2,15.7,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-0410-120,7.2,0.0,,0.0,,0.0,0.0,0.7,54.0,0.7,11.5,24.5,43.9,0.0,1.4,18.0,2020-2021
53.0,0.0,0.0,0.0,0.0,0.0,0.0,13-0410-130,29.5,6.4,46.0,0.3,54.0,0.0,0.0,0.0,11.1,0.3,4.7,18.4,43.6,1.8,1.5,29.8,2020-2021
49.0,0.0,0.0,0.0,0.0,0.0,0.0,13-0410-140,6.3,0.6,44.0,0.0,56.0,0.0,0.0,0.0,16.9,0.0,10.3,9.7,22.1,0.0,2.4,55.6,2020-2021
45.0,0.0,0.0,0.0,0.0,0.0,0.0,13-0410-150,38.4,3.4,,0.0,,0.0,0.0,0.4,22.4,0.4,2.6,40.3,43.3,0.7,0.0,12.7,2020-2021
0.0,0.0,0.0,200.0,192.0,220.0,208.0,13-0660-050,5.2,1.0,50.0,0.0,50.0,0.0,0.0,0.0,19.4,0.0,3.8,2.1,13.0,0.0,0.9,80.3,2020-2021
197.0,189.0,237.0,0.0,0.0,0.0,0.0,13-0660-060,5.5,2.2,45.0,0.0,55.0,0.0,0.0,0.0,17.3,0.0,3.9,2.7,14.3,0.3,0.6,78.2,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-0660-070,6.8,7.2,,0.0,,0.0,0.0,0.0,21.6,0.0,3.0,4.2,15.5,0.0,1.5,75.8,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-0660-080,6.2,3.5,,0.0,,0.0,0.4,0.0,15.0,0.0,4.2,1.5,14.2,0.0,2.3,77.7,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-0660-110,3.3,1.9,51.0,0.0,49.0,0.0,0.0,0.0,18.2,0.0,4.1,0.3,11.7,0.3,2.4,81.3,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-0660-120,3.2,2.4,,0.0,,0.0,0.4,0.4,19.0,0.0,5.9,0.8,13.0,0.8,2.0,77.5,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-0660-300,19.0,0.0,,0.0,,0.0,0.0,0.0,95.2,0.0,4.8,4.8,33.3,0.0,4.8,52.4,2020-2021
0.0,0.0,0.0,123.0,117.0,134.0,130.0,13-0760-050,1.8,0.8,52.0,0.0,48.0,0.0,0.0,0.0,16.3,0.2,5.0,2.4,6.9,1.0,0.4,84.2,2020-2021
125.0,131.0,116.0,0.0,0.0,0.0,0.0,13-0760-058,1.3,0.0,44.0,0.0,56.0,0.0,0.0,0.0,19.3,0.4,7.2,2.6,8.9,2.0,0.2,78.7,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-0760-060,0.7,2.9,,0.0,,0.0,0.0,0.0,21.7,0.0,6.2,2.5,11.2,2.2,1.1,76.8,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-0760-090,2.1,2.7,48.0,0.0,52.0,0.0,0.0,0.0,19.1,0.6,1.8,1.5,11.2,2.1,1.5,81.2,2020-2021
96.0,105.0,88.0,87.0,86.0,78.0,81.0,13-1210-030,61.4,0.2,53.0,0.5,47.0,0.0,0.0,0.0,4.5,0.0,0.2,91.1,7.9,0.2,0.3,0.3,2020-2021
0.0,0.0,0.0,412.0,388.0,413.0,413.0,13-1210-035,61.4,10.2,45.0,0.3,55.0,0.0,0.1,0.4,18.3,0.2,0.1,87.0,11.8,0.2,0.3,0.4,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-1210-050,72.5,22.6,46.0,0.6,54.0,0.0,0.0,0.8,14.3,0.6,0.2,62.9,34.5,0.2,0.4,1.3,2020-2021
38.0,0.0,0.0,0.0,0.0,0.0,0.0,13-1210-060,67.3,0.0,51.0,1.2,49.0,0.0,0.0,0.6,17.4,0.6,0.0,87.2,10.3,0.0,0.9,0.9,2020-2021
0.0,7.0,452.0,0.0,0.0,0.0,0.0,13-1210-070,67.1,7.4,49.0,0.9,51.0,0.0,0.0,0.2,13.7,0.0,0.0,87.6,11.3,0.0,0.2,0.9,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-1210-080,81.5,0.8,49.0,0.4,51.0,0.0,0.0,1.0,9.5,0.2,0.0,91.7,6.3,0.2,1.2,0.4,2020-2021
55.0,52.0,62.0,0.0,0.0,0.0,0.0,13-1210-090,71.1,0.0,51.0,3.4,49.0,0.0,0.0,0.3,14.0,0.0,0.3,89.3,9.8,0.0,0.6,0.0,2020-2021
32.0,0.0,0.0,0.0,0.0,0.0,0.0,13-1210-093,85.9,12.7,50.0,0.0,50.0,0.0,0.0,0.0,9.8,0.6,0.4,91.8,5.7,0.0,1.2,0.2,2020-2021
0.0,381.0,2.0,0.0,0.0,0.0,0.0,13-1210-095,74.4,6.8,50.0,1.6,50.0,0.0,0.3,0.5,17.0,0.0,0.0,87.5,11.7,0.0,0.5,0.3,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-1210-100,78.8,0.0,,1.0,,0.0,0.3,1.4,15.8,0.7,0.3,86.3,10.6,0.0,1.7,0.3,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-1210-107,71.3,1.7,,0.0,,0.0,1.7,0.9,19.1,0.0,0.0,87.0,9.6,0.0,2.6,0.9,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-1210-110,83.4,1.3,52.0,0.0,48.0,0.0,0.0,0.3,8.2,0.5,0.0,82.9,13.3,0.8,1.0,1.5,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-1210-120,76.4,0.7,,0.7,,0.0,0.0,0.0,13.7,0.0,0.7,88.2,11.1,0.0,0.0,0.0,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-1210-130,67.8,0.4,,1.1,,0.0,0.0,0.0,19.6,0.7,0.0,84.1,14.9,0.0,0.4,0.0,2020-2021
347.0,2.0,0.0,0.0,0.0,0.0,0.0,13-1210-135,75.4,9.2,47.0,1.4,53.0,0.0,0.3,0.6,21.8,0.0,0.0,85.4,13.5,0.0,0.3,0.9,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-1210-140,78.9,0.7,51.0,1.7,49.0,0.0,0.0,0.2,15.0,0.7,0.4,89.6,8.3,0.0,0.0,1.1,2020-2021
108.0,113.0,104.0,106.0,115.0,95.0,85.0,13-1210-150,63.1,0.6,56.0,0.3,44.0,0.0,0.0,0.3,10.5,0.0,0.0,90.1,9.1,0.4,0.0,0.4,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-1210-170,83.6,0.9,,0.4,,0.0,0.0,0.0,17.7,1.3,0.4,85.8,10.3,0.4,0.9,0.9,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-1210-190,71.5,0.0,,0.0,,0.0,0.0,0.6,12.2,0.6,0.0,85.5,11.0,0.6,1.2,1.2,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-1210-210,80.5,0.8,,1.7,,0.0,0.0,0.0,15.3,0.0,0.0,82.2,14.4,0.0,3.4,0.0,2020-2021
0.0,0.0,0.0,0.0,1.0,3.0,7.0,13-1387-020,58.3,0.0,,0.0,,0.0,8.3,0.0,25.0,0.0,0.0,66.7,25.0,0.0,0.0,8.3,2020-2021
0.0,0.0,0.0,7.0,4.0,10.0,3.0,13-1387-030,32.0,0.0,,0.0,,0.0,0.0,0.0,44.0,0.0,4.0,68.0,28.0,0.0,0.0,0.0,2020-2021
2.0,6.0,5.0,0.0,0.0,0.0,0.0,13-1387-040,40.0,0.0,,4.0,,0.0,0.0,4.0,72.0,0.0,0.0,92.0,8.0,0.0,0.0,0.0,2020-2021
0.0,0.0,0.0,296.0,350.0,328.0,305.0,13-1390-050,65.0,6.5,57.0,0.0,43.0,0.0,0.0,0.0,9.5,0.2,0.8,40.8,54.8,0.5,1.6,1.3,2020-2021
0.0,0.0,0.0,153.0,172.0,185.0,206.0,13-1390-070,77.5,14.5,53.0,0.0,47.0,0.0,0.0,0.0,0.8,0.3,1.1,43.7,53.5,0.3,0.6,0.6,2020-2021
0.0,0.0,0.0,95.0,93.0,79.0,87.0,13-1390-080,67.5,6.2,47.0,0.0,53.0,0.0,0.0,0.0,39.1,0.0,0.0,40.7,53.9,0.3,1.0,4.1,2020-2021
34.0,0.0,0.0,0.0,0.0,0.0,0.0,13-1400-050,0.0,0.0,,0.0,,0.0,0.0,0.0,20.7,0.0,4.8,3.2,4.0,0.4,4.8,82.9,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-1465-005,0.0,5.1,47.0,0.0,53.0,0.0,0.0,0.0,12.2,0.0,5.3,0.5,14.2,0.0,0.8,79.2,2020-2021
95.0,0.0,0.0,0.0,0.0,0.0,0.0,13-1465-030,0.3,1.7,,0.0,,0.0,0.0,0.0,12.7,0.0,4.3,0.0,8.4,0.0,0.0,87.3,2020-2021
0.0,154.0,136.0,150.0,137.0,141.0,132.0,13-1750-050,0.2,0.4,50.0,0.0,50.0,0.0,0.0,0.0,17.7,0.0,6.7,4.6,6.7,0.0,7.3,74.7,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-1750-070,0.0,0.0,,0.0,,0.0,0.0,0.0,13.6,0.0,13.6,2.3,6.8,2.3,0.6,74.6,2020-2021
141.0,0.0,0.0,0.0,0.0,0.0,0.0,13-1750-075,0.2,0.4,50.0,0.0,50.0,0.0,0.4,0.0,16.3,0.2,12.0,4.6,7.8,1.5,1.9,72.0,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-1750-080,0.0,0.0,,0.0,,0.0,0.6,0.0,19.3,0.0,6.6,3.0,6.0,0.6,2.4,81.3,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-1750-300,0.0,1.0,,0.0,,0.0,0.0,0.0,9.4,1.0,9.4,3.1,3.1,1.0,1.0,81.3,2020-2021
0.0,0.0,0.0,450.0,409.0,364.0,341.0,13-2330-050,58.3,17.0,47.0,0.5,53.0,0.0,1.2,0.2,10.8,0.2,0.3,77.7,21.5,0.3,0.1,0.0,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-2330-071,53.8,29.4,,0.0,,0.0,0.0,0.7,8.6,0.0,0.0,81.4,17.9,0.0,0.0,0.7,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-2330-080,69.0,38.7,42.0,0.5,58.0,0.0,0.0,0.3,22.0,0.0,0.8,67.6,30.2,0.8,0.3,0.3,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-2330-090,74.7,38.6,47.0,0.0,53.0,0.0,0.4,0.2,2.7,0.0,0.4,79.3,19.4,0.2,0.0,0.6,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-2330-100,66.3,53.0,51.0,0.0,49.0,0.0,0.2,0.0,3.8,0.2,0.6,48.3,50.5,0.2,0.3,0.0,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-2330-110,89.5,9.3,46.0,0.0,54.0,0.0,0.3,0.6,19.6,0.0,0.0,85.5,14.2,0.0,0.3,0.0,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-2330-120,67.0,31.6,53.0,0.0,47.0,0.0,2.4,0.0,3.6,0.2,0.2,77.5,20.8,0.0,0.5,0.7,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-2330-125,78.3,18.5,40.0,0.9,60.0,0.0,0.0,0.0,20.2,0.0,0.3,76.8,22.9,0.0,0.0,0.0,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-2330-131,75.7,26.7,51.0,0.4,49.0,0.0,0.2,0.2,5.6,0.0,0.2,77.5,21.1,0.2,0.4,0.6,2020-2021
274.0,261.0,242.0,0.0,0.0,0.0,0.0,13-2330-135,71.6,15.3,50.0,1.3,50.0,0.0,0.3,0.5,10.8,0.3,0.5,76.8,21.9,0.3,0.3,0.0,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-2330-136,75.7,17.9,46.0,0.8,54.0,0.0,0.0,0.0,9.6,0.8,0.0,90.4,8.6,0.0,0.3,0.0,2020-2021
253.0,246.0,256.0,0.0,0.0,0.0,0.0,13-2330-140,68.7,17.4,50.0,0.3,50.0,0.0,0.5,0.0,11.4,0.1,0.1,75.1,24.0,0.4,0.0,0.3,2020-2021
0.0,0.0,0.0,486.0,502.0,452.0,500.0,13-2730-050,1.9,0.4,48.0,0.0,52.0,0.0,0.1,0.0,16.6,0.1,29.7,3.2,4.3,0.3,2.8,59.6,2020-2021
0.0,511.0,518.0,0.0,0.0,0.0,0.0,13-2730-055,1.2,1.0,46.0,0.0,54.0,0.0,0.0,0.0,18.5,0.2,33.2,4.8,4.1,0.2,2.5,55.0,2020-2021
482.0,0.0,0.0,0.0,0.0,0.0,0.0,13-2730-060,1.0,1.9,45.0,0.0,55.0,0.0,0.0,0.0,17.0,0.4,36.7,4.4,4.8,0.0,2.9,50.8,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-2730-070,1.3,4.8,45.0,0.0,55.0,0.0,0.0,0.0,31.2,0.0,38.5,6.2,4.4,0.2,2.6,48.1,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-2730-080,0.4,1.7,46.0,0.0,54.0,0.0,0.0,0.0,16.9,0.2,32.5,4.5,4.5,0.2,5.6,52.4,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-2730-090,0.7,2.8,49.0,0.0,51.0,0.0,0.0,0.0,11.9,0.4,49.0,4.6,5.2,0.2,4.6,36.0,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-2730-100,2.3,3.3,49.0,0.0,51.0,0.0,0.0,0.0,14.7,0.3,48.4,3.8,8.1,0.3,5.8,33.4,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-2730-110,1.2,3.3,50.0,0.2,50.0,0.0,0.0,0.0,10.8,0.2,40.9,1.9,3.1,0.0,2.4,51.4,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-2730-118,1.5,4.8,48.0,0.0,52.0,0.0,0.0,0.0,11.8,0.3,42.4,4.0,5.0,0.0,5.0,43.4,2020-2021
0.0,0.0,0.0,317.0,342.0,317.0,332.0,13-3190-050,1.5,0.3,48.0,0.1,52.0,0.0,0.3,0.0,12.7,0.0,30.6,2.5,5.8,0.1,4.7,56.4,2020-2021
381.0,416.0,394.0,0.0,0.0,0.0,0.0,13-3190-060,0.3,0.6,46.0,0.1,54.0,0.0,0.3,0.0,13.9,0.0,40.4,2.2,3.9,0.1,5.1,48.3,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-3190-065,0.0,1.7,46.0,0.0,54.0,0.0,0.0,0.0,13.7,0.0,49.9,1.0,4.2,0.0,9.0,35.9,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-3190-070,0.3,5.5,48.0,0.0,52.0,0.0,0.3,0.0,7.5,0.0,54.4,1.9,4.4,0.0,7.7,31.5,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-3190-080,0.0,1.0,46.0,0.0,54.0,0.0,0.2,0.0,11.9,0.2,43.9,1.5,3.2,0.0,7.9,43.2,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-3190-100,0.0,3.2,,0.0,,0.0,0.0,0.0,23.2,0.4,53.7,4.9,3.2,0.0,9.5,28.4,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-3190-120,0.3,3.8,54.0,0.0,46.0,0.0,0.3,0.0,15.3,0.3,46.3,2.6,6.4,0.0,10.2,34.2,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-3190-300,1.0,1.8,47.0,0.0,53.0,0.0,0.5,0.0,11.9,0.5,45.5,1.0,2.8,0.0,6.8,43.4,2020-2021
0.0,0.0,0.0,516.0,481.0,480.0,534.0,13-3310-050,14.5,1.1,51.0,0.3,49.0,0.0,0.5,0.0,15.5,0.1,5.2,25.1,12.4,0.0,5.6,51.5,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-3310-060,11.3,0.0,48.0,0.2,52.0,0.0,0.9,0.0,18.4,0.0,4.3,18.2,13.7,0.0,10.9,53.0,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-3310-100,8.8,0.0,42.0,0.8,58.0,0.0,0.0,0.0,22.0,0.0,8.3,14.2,9.7,0.0,13.9,53.9,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-3310-110,15.7,5.5,,0.0,,0.0,0.8,0.0,6.4,0.0,7.6,14.8,15.3,0.4,11.4,50.4,2020-2021
218.0,213.0,225.0,0.0,0.0,0.0,0.0,13-3310-116,16.0,0.0,54.0,1.2,46.0,0.0,0.3,0.0,18.1,0.0,4.3,28.4,15.9,0.0,7.5,44.1,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-3310-123,16.4,0.2,44.0,1.2,56.0,0.0,0.0,0.2,24.2,0.0,3.4,26.5,15.2,0.0,10.8,44.1,2020-2021
224.0,203.0,230.0,0.0,0.0,0.0,0.0,13-3310-127,12.6,2.0,43.0,0.3,57.0,0.0,0.6,0.0,21.5,0.2,6.4,21.3,13.2,0.0,5.5,53.4,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-3310-130,13.8,0.7,51.0,0.9,49.0,0.0,0.0,0.7,11.5,0.5,3.3,23.5,15.3,0.0,14.3,43.2,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-3310-140,10.1,6.0,47.0,0.0,53.0,0.0,0.3,0.0,12.3,0.0,3.8,14.0,15.9,0.0,8.8,57.5,2020-2021
81.0,84.0,79.0,0.0,0.0,0.0,0.0,13-3310-165,12.3,0.0,,0.8,,0.0,0.4,0.4,16.8,0.0,2.9,25.0,13.9,0.4,7.4,50.4,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-3310-170,9.7,0.0,46.0,0.3,54.0,0.0,0.0,0.0,16.8,0.0,9.4,12.8,13.3,0.5,9.7,54.3,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-3570-002,0.0,0.0,,0.0,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2020-2021
10.0,12.0,7.0,11.0,10.0,14.0,40.0,13-3570-004,90.8,0.0,,4.2,,0.0,0.0,0.0,100.0,0.0,0.0,53.8,39.5,0.0,0.0,6.7,2020-2021
0.0,0.0,0.0,192.0,157.0,136.0,120.0,13-3570-010,80.2,2.6,63.0,0.7,37.0,0.0,0.0,0.3,10.1,0.0,0.7,52.6,39.7,0.0,0.0,7.1,2020-2021
0.0,0.0,0.0,306.0,437.0,432.0,412.0,13-3570-020,79.0,36.5,43.0,1.8,57.0,0.0,0.0,0.4,16.7,0.1,0.6,20.0,78.9,0.3,0.0,0.2,2020-2021
0.0,0.0,0.0,200.0,193.0,181.0,170.0,13-3570-030,84.1,10.5,45.0,1.9,55.0,0.0,0.0,0.4,31.3,0.0,0.4,79.8,19.2,0.0,0.0,0.5,2020-2021
0.0,0.0,0.0,544.0,478.0,465.0,451.0,13-3570-040,79.5,36.4,46.0,0.3,54.0,0.0,0.0,0.1,17.2,0.1,0.3,6.9,64.6,0.1,0.0,28.2,2020-2021
0.0,0.0,0.0,216.0,172.0,0.0,0.0,13-3570-045,75.0,10.3,47.0,3.4,53.0,0.0,0.0,0.0,19.6,0.0,0.5,57.2,41.2,0.0,0.0,1.0,2020-2021
0.0,0.0,0.0,88.0,71.0,91.0,88.0,13-3570-050,73.5,0.9,47.0,2.7,53.0,0.0,0.0,2.4,27.7,0.3,0.3,88.2,10.6,0.0,0.0,0.6,2020-2021
0.0,51.0,55.0,209.0,170.0,196.0,187.0,13-3570-055,74.5,0.9,57.0,0.3,43.0,0.0,0.0,0.1,2.3,0.5,2.9,37.1,47.2,0.1,0.0,12.2,2020-2021
0.0,0.0,0.0,173.0,191.0,165.0,152.0,13-3570-056,84.1,1.6,52.0,0.7,48.0,0.0,0.0,0.0,7.5,0.3,4.6,19.1,63.9,0.1,0.0,12.0,2020-2021
0.0,10.0,24.0,149.0,87.0,93.0,125.0,13-3570-057,80.7,1.4,56.0,2.5,44.0,0.0,0.0,0.6,11.5,0.4,0.6,83.0,15.6,0.0,0.0,0.4,2020-2021
0.0,0.0,0.0,89.0,76.0,96.0,120.0,13-3570-070,75.1,0.8,46.0,3.1,54.0,0.0,0.0,0.8,22.8,0.0,0.3,89.8,9.7,0.3,0.0,0.0,2020-2021
0.0,0.0,0.0,133.0,149.0,181.0,181.0,13-3570-080,78.0,1.1,50.0,3.4,50.0,0.0,0.0,1.1,21.7,0.3,0.8,82.3,16.5,0.0,0.0,0.2,2020-2021
0.0,0.0,0.0,108.0,97.0,132.0,102.0,13-3570-087,81.3,2.5,49.0,1.6,51.0,0.0,0.0,0.0,19.1,0.0,0.5,53.5,45.1,0.0,0.0,0.9,2020-2021
105.0,105.0,98.0,0.0,0.0,0.0,0.0,13-3570-170,88.9,25.3,48.0,0.9,52.0,0.0,0.0,0.5,14.8,0.1,1.8,6.7,89.5,0.6,0.0,1.3,2020-2021
120.0,133.0,145.0,0.0,0.0,0.0,0.0,13-3570-200,80.0,44.1,49.0,0.3,51.0,0.0,0.0,0.1,13.6,0.0,0.2,1.1,69.6,0.1,0.0,28.9,2020-2021
69.0,55.0,59.0,0.0,0.0,0.0,0.0,13-3570-220,95.4,3.2,49.0,3.7,51.0,0.0,0.0,0.4,19.5,0.0,0.0,83.6,16.4,0.0,0.0,0.0,2020-2021
46.0,56.0,54.0,0.0,0.0,0.0,0.0,13-3570-225,88.8,0.7,46.0,4.9,54.0,0.0,0.0,0.7,19.2,0.4,0.0,84.6,13.4,0.0,0.0,1.6,2020-2021
2.0,6.0,13.0,0.0,0.0,0.0,0.0,13-3570-290,61.8,9.1,,3.6,,0.0,0.0,0.0,100.0,0.0,1.8,41.8,54.5,0.0,0.0,1.8,2020-2021
91.0,95.0,100.0,0.0,0.0,0.0,0.0,13-3570-301,83.9,17.6,48.0,2.9,52.0,0.0,0.0,0.6,16.5,0.0,0.4,27.0,71.5,0.1,0.0,1.0,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-3570-303,82.7,52.3,47.0,0.5,53.0,0.0,0.0,0.7,16.3,0.0,0.5,8.1,60.2,0.5,0.0,30.6,2020-2021
0.0,0.0,0.0,108.0,99.0,108.0,88.0,13-3570-304,70.7,2.0,65.0,0.7,35.0,0.0,0.0,0.5,5.0,0.0,1.0,69.2,27.5,0.2,0.0,2.0,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-3570-306,90.3,0.0,,1.1,,0.0,0.0,1.1,8.0,0.0,0.0,85.1,13.7,0.0,0.0,1.1,2020-2021
0.0,15.0,32.0,34.0,37.0,33.0,43.0,13-3570-307,69.1,1.0,,2.1,,0.0,0.0,0.5,20.6,0.5,1.0,90.7,5.2,1.0,0.0,1.5,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-3570-308,92.5,0.0,,5.0,,0.0,0.0,5.0,15.0,0.0,0.0,95.0,5.0,0.0,0.0,0.0,2020-2021
54.0,53.0,52.0,0.0,0.0,0.0,0.0,13-3570-310,90.4,4.1,50.0,5.2,50.0,0.0,0.0,0.9,25.1,0.2,0.2,77.8,19.6,0.3,0.0,1.9,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-3570-314,92.1,0.0,,1.8,,0.0,0.0,1.2,27.4,1.2,0.0,67.1,29.3,0.0,0.0,2.4,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-3570-315,68.8,0.0,,0.0,,0.0,0.0,1.3,13.8,1.3,0.0,82.5,16.3,0.0,0.0,0.0,2020-2021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-3570-316,85.2,0.0,,1.9,,0.0,0.0,0.0,40.7,0.0,0.9,30.6,64.8,0.9,0.0,2.8,2020-2021
25.0,0.0,0.0,0.0,0.0,0.0,0.0,13-3570-317,86.6,20.1,45.0,2.2,55.0,0.0,0.0,0.3,21.7,1.4,2.8,12.5,78.6,0.8,0.0,3.9,2020-2021
