grade06,grade07,grade08,grade09,grade10,grade11,grade12,county_district_school_code,economically_disadvantaged,english_learners,female,homeless,male,migrant,military_connected,in_foster_care,with_disabilities,american_indian_or_alaska_native,asian,black_or_african_american,hispanic,native_hawaiian_or_pacific_islander,two_or_more_races,white,academic_year
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-2920-120,7.3,5.1,45.4,0.0,54.6,0.0,0.0,0.8,33.3,0.0,10.8,0.8,8.9,0.0,1.9,77.7,2018-2019
0.0,0.0,0.0,255.0,269.0,206.0,218.0,25-2930-050,9.5,0.7,47.2,0.0,52.8,0.0,0.0,0.2,15.8,0.1,1.8,1.3,11.0,0.0,0.1,85.7,2018-2019
65.0,76.0,66.0,0.0,0.0,0.0,0.0,25-2930-060,12.8,4.2,48.3,0.0,51.7,0.0,0.0,0.0,20.3,0.4,0.7,0.9,14.1,0.0,0.0,83.9,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3030-030,6.5,4.8,46.0,0.0,54.0,0.0,0.0,0.0,11.3,0.2,35.2,1.5,7.5,0.0,2.5,53.1,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3030-040,3.4,4.2,48.2,0.0,51.8,0.0,0.8,0.0,14.1,0.0,20.3,0.2,6.9,0.0,1.6,71.0,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3030-043,9.0,7.7,41.9,0.0,58.1,0.0,1.3,1.3,44.4,0.0,20.1,2.1,6.0,0.0,1.7,70.1,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3030-045,2.4,1.4,47.3,0.0,52.7,0.0,0.0,0.0,15.4,0.4,16.8,1.6,8.0,0.0,2.2,70.9,2018-2019
291.0,290.0,297.0,0.0,0.0,0.0,0.0,25-3030-048,5.0,1.6,49.1,0.0,50.9,0.0,0.8,0.0,10.5,0.1,35.2,1.5,6.6,0.0,3.3,53.3,2018-2019
342.0,361.0,346.0,0.0,0.0,0.0,0.0,25-3030-050,3.0,0.2,45.7,0.0,54.3,0.0,0.7,0.0,15.4,0.0,16.6,1.0,6.2,0.1,1.3,74.8,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3030-060,10.0,3.9,50.8,0.0,49.2,0.0,1.4,0.4,15.1,0.6,37.6,3.7,7.3,0.0,3.5,47.3,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3030-070,2.2,2.0,50.1,0.0,49.9,0.0,1.8,0.0,19.3,0.0,22.9,1.4,6.2,0.0,2.0,67.6,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3040-040,35.0,0.0,42.0,1.0,58.0,0.0,0.0,0.0,54.0,2.0,10.0,10.0,18.0,0.0,9.0,51.0,2018-2019
0.0,0.0,0.0,282.0,276.0,250.0,247.0,25-3040-050,23.5,1.0,48.2,0.1,51.8,0.0,0.9,0.1,14.6,0.0,6.4,14.8,15.6,0.3,1.4,61.6,2018-2019
282.0,324.0,275.0,0.0,0.0,0.0,0.0,25-3040-053,29.2,1.6,51.4,0.2,48.6,0.1,0.8,0.1,17.7,0.5,7.4,12.7,17.9,0.1,2.8,58.6,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3040-060,40.1,9.8,45.9,0.6,54.1,0.0,2.8,0.0,20.5,0.0,7.3,13.5,26.6,0.0,4.6,48.0,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3040-065,30.4,2.9,48.9,0.2,51.1,0.0,1.0,0.0,18.2,0.2,5.4,11.0,19.6,0.0,5.6,58.3,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3040-075,24.7,8.5,45.6,0.6,54.4,0.0,1.5,0.0,12.9,1.2,7.1,9.1,19.4,0.0,7.4,55.9,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3040-080,20.4,8.5,50.0,0.5,50.0,0.0,1.5,0.3,9.5,0.3,4.5,4.0,22.1,0.0,3.8,65.3,2018-2019
0.0,0.0,0.0,380.0,369.0,340.0,311.0,25-3160-050,16.1,0.1,49.2,1.3,50.8,0.0,0.3,0.3,21.1,0.1,2.1,2.6,7.8,0.4,2.0,85.0,2018-2019
0.0,0.0,0.0,451.0,344.0,383.0,359.0,25-3160-053,6.6,0.0,52.7,0.3,47.3,0.0,0.1,0.2,18.3,0.2,1.9,1.3,4.4,0.3,1.0,91.0,2018-2019
209.0,207.0,206.0,0.0,0.0,0.0,0.0,25-3160-055,15.3,0.6,46.8,0.2,53.2,0.0,0.5,0.0,22.0,0.0,2.7,1.3,11.4,0.6,2.9,81.0,2018-2019
325.0,329.0,347.0,0.0,0.0,0.0,0.0,25-3160-057,3.4,0.0,50.2,0.1,49.8,0.0,0.5,0.1,15.9,0.0,1.7,0.5,4.9,0.1,1.3,91.5,2018-2019
226.0,239.0,220.0,0.0,0.0,0.0,0.0,25-3160-059,20.0,0.1,49.3,1.9,50.7,0.0,0.1,0.1,24.8,0.0,2.3,2.5,11.1,0.0,2.2,81.9,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3160-060,19.2,0.8,40.5,0.8,59.5,0.0,0.5,0.0,25.8,0.0,1.4,2.5,11.8,0.3,4.7,79.5,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3160-080,32.9,0.3,51.6,3.0,48.4,0.0,0.7,1.0,13.2,0.0,0.7,2.0,14.8,0.0,6.6,76.0,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3160-090,12.8,3.7,50.8,0.7,49.2,0.0,1.3,0.0,16.8,0.0,11.8,0.7,8.8,0.0,3.4,75.4,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3160-095,12.1,0.4,46.9,0.4,53.1,0.0,0.8,0.0,31.4,0.0,2.5,1.0,10.7,0.0,3.8,82.0,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3160-110,19.0,2.9,46.4,2.2,53.6,0.0,0.0,0.4,20.8,0.0,2.2,3.3,9.1,0.0,3.6,81.8,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3160-120,1.5,0.0,48.2,0.0,51.8,0.0,0.2,0.0,14.4,0.2,1.8,0.2,5.3,0.0,3.3,89.2,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3160-130,8.1,3.4,46.7,0.3,53.3,0.0,0.5,0.0,23.9,0.0,3.4,0.8,12.9,0.8,3.7,78.5,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3160-140,11.6,2.6,48.5,0.0,51.5,0.0,0.0,0.0,16.3,0.0,2.6,1.3,11.6,0.0,4.3,80.3,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3160-143,10.8,0.0,42.2,1.1,57.8,0.0,0.3,0.5,28.0,0.3,2.2,0.3,11.0,0.0,0.8,85.5,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3160-145,0.7,0.4,52.5,0.0,47.5,0.0,0.5,0.0,13.2,0.0,0.5,0.5,5.4,0.0,3.5,90.0,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3160-150,24.0,1.5,51.0,0.5,49.0,0.0,0.0,0.0,19.6,0.0,3.4,1.0,18.6,0.0,6.4,70.6,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3160-160,5.6,0.7,45.6,0.7,54.4,0.0,0.3,0.0,21.6,0.0,0.7,0.0,5.2,0.0,5.9,88.2,2018-2019
110.0,123.0,162.0,0.0,0.0,0.0,0.0,25-3200-040,5.6,0.0,42.5,0.0,57.5,0.5,0.0,0.0,14.2,0.0,2.5,1.8,0.8,0.0,0.0,94.9,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3200-060,4.0,0.0,49.1,0.0,50.9,0.6,0.0,0.0,13.8,0.0,7.4,2.5,2.1,0.0,0.3,87.7,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3200-080,1.0,0.0,46.9,0.0,53.1,0.3,0.0,0.0,13.0,0.0,5.5,2.3,7.5,0.0,2.3,82.5,2018-2019
30.0,28.0,24.0,0.0,0.0,0.0,0.0,25-3250-050,0.0,0.4,53.0,0.0,47.0,0.0,2.1,0.0,21.4,0.0,1.3,0.0,2.6,0.0,0.4,95.7,2018-2019
0.0,0.0,0.0,5.0,6.0,3.0,3.0,25-3255-050,58.8,11.8,17.6,5.9,82.4,0.0,0.0,0.0,35.3,0.0,0.0,47.1,23.5,0.0,0.0,29.4,2018-2019
0.0,0.0,0.0,0.0,1.0,0.0,0.0,25-3255-090,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2018-2019
0.0,0.0,0.0,0.0,5.0,27.0,36.0,25-3260-003,38.2,0.0,33.8,1.5,66.2,0.0,0.0,1.5,0.0,0.0,1.5,23.5,29.4,0.0,0.0,45.6,2018-2019
0.0,0.0,0.0,77.0,76.0,76.0,82.0,25-3260-004,1.6,0.0,71.4,0.0,28.6,0.0,0.0,0.0,0.0,0.0,7.7,1.0,4.2,0.0,2.9,84.2,2018-2019
0.0,0.0,0.0,72.0,75.0,70.0,67.0,25-3260-010,2.8,0.0,34.2,0.0,65.8,0.0,0.0,0.0,0.0,0.0,55.6,2.5,2.5,0.4,3.5,35.6,2018-2019
0.0,0.0,0.0,74.0,71.0,68.0,69.0,25-3260-020,2.1,0.0,39.5,0.0,60.5,0.0,0.0,0.0,1.6,0.4,6.0,0.4,5.3,0.0,2.5,85.4,2018-2019
0.0,0.0,0.0,76.0,78.0,73.0,73.0,25-3260-025,1.7,0.0,64.9,0.0,35.1,0.0,0.0,0.0,0.2,0.3,30.4,3.3,2.7,0.7,3.8,58.7,2018-2019
0.0,0.0,0.0,78.0,77.0,81.0,80.0,25-3260-028,0.9,0.0,52.5,0.0,47.5,0.0,0.0,0.0,0.0,0.6,50.9,0.9,1.6,0.3,3.2,42.4,2018-2019
0.0,0.0,0.0,56.0,78.0,57.0,54.0,25-3260-040,43.4,1.0,27.8,2.2,72.2,0.0,0.0,0.0,98.8,0.2,0.6,21.7,22.1,0.0,2.5,53.0,2018-2019
0.0,0.0,0.0,0.0,0.0,129.0,149.0,25-3260-050,30.6,2.5,51.5,0.9,48.5,0.2,0.2,0.0,28.6,0.4,1.6,7.9,29.5,0.0,1.6,58.9,2018-2019
0.0,0.0,0.0,0.0,0.0,40.0,33.0,25-3260-301,21.9,0.0,42.5,0.0,57.5,0.0,0.0,0.0,15.1,0.0,1.4,4.1,19.2,0.0,1.4,74.0,2018-2019
0.0,0.0,0.0,233.0,255.0,202.0,242.0,25-3270-050,23.9,5.3,48.3,1.3,51.7,0.0,0.0,0.2,20.0,0.2,9.2,17.2,18.6,0.1,4.0,50.6,2018-2019
24.0,27.0,27.0,0.0,0.0,0.0,0.0,25-3500-060,61.1,12.3,52.0,3.2,48.0,0.0,0.0,0.0,24.2,0.0,2.0,32.9,33.3,0.0,5.6,26.2,2018-2019
0.0,0.0,0.0,295.0,328.0,270.0,330.0,25-3510-050,50.3,5.2,49.1,2.1,50.9,0.4,0.0,0.5,20.3,0.1,1.3,45.4,25.5,0.1,5.4,22.3,2018-2019
236.0,234.0,258.0,0.0,0.0,0.0,0.0,25-3510-055,59.9,4.5,48.0,1.8,52.0,0.7,0.0,0.4,21.3,0.1,2.6,45.4,29.5,0.0,5.2,17.1,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3510-059,61.5,0.0,52.3,2.3,47.7,0.0,0.0,0.5,17.4,0.0,1.4,49.5,35.3,0.5,6.9,6.4,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3510-061,63.2,0.4,51.5,1.1,48.5,0.0,0.0,1.5,21.0,0.4,1.5,54.0,27.9,0.0,8.5,7.7,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3510-063,56.3,0.6,55.1,2.6,44.9,0.0,0.0,1.2,12.0,0.0,4.1,56.6,22.9,0.6,8.5,7.3,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3510-080,82.6,25.1,55.1,2.6,44.9,1.3,0.0,0.0,23.7,0.0,0.8,46.7,42.7,0.0,6.1,3.7,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3510-090,33.2,0.4,52.8,1.6,47.2,0.0,0.0,0.0,16.0,0.0,1.6,24.0,15.2,0.0,6.4,52.8,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3510-100,43.1,0.6,52.1,2.4,47.9,0.2,0.0,0.4,18.7,0.0,4.1,33.9,20.6,0.0,9.0,32.4,2018-2019
0.0,0.0,0.0,236.0,270.0,250.0,301.0,25-3810-030,26.2,5.2,48.2,1.2,51.8,0.0,0.1,0.0,17.5,0.0,9.2,11.9,16.2,0.1,0.3,62.3,2018-2019
258.0,266.0,270.0,0.0,0.0,0.0,0.0,25-3810-040,27.7,3.9,49.0,1.4,51.0,0.0,0.0,0.1,22.1,0.0,9.2,10.5,17.3,0.2,1.6,61.1,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3810-060,38.1,6.8,43.7,1.0,56.3,0.0,0.0,0.0,27.3,0.0,8.1,17.9,18.4,0.0,2.8,52.8,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3810-070,15.5,6.0,44.3,0.9,55.7,0.0,0.0,0.0,27.8,0.0,4.4,3.8,13.3,0.3,2.8,75.3,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3810-080,27.9,11.6,47.0,0.3,53.0,0.0,0.2,0.0,27.7,0.0,9.6,10.9,20.9,0.0,1.4,57.3,2018-2019
76.0,56.0,63.0,0.0,0.0,0.0,0.0,25-3830-030,11.5,1.6,50.6,0.0,49.4,0.0,0.0,0.0,20.9,0.0,0.8,1.6,8.7,0.0,2.0,87.0,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-3830-050,8.7,2.5,49.7,0.0,50.3,0.0,0.0,0.0,18.0,0.0,0.0,0.8,10.7,0.0,2.5,86.0,2018-2019
122.0,119.0,113.0,0.0,0.0,0.0,0.0,25-4360-060,85.7,21.1,49.4,0.0,50.6,0.0,0.0,0.6,13.5,0.0,0.3,5.2,84.6,0.0,2.8,7.1,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-4360-075,87.0,53.0,51.6,0.3,48.4,0.0,0.0,0.3,23.2,0.0,0.5,5.3,85.5,0.2,2.6,6.0,2018-2019
0.0,0.0,0.0,329.0,288.0,303.0,259.0,25-4365-050,26.8,4.3,53.8,0.5,46.2,0.0,0.0,0.3,12.6,0.0,2.0,5.6,33.5,0.0,1.4,57.5,2018-2019
13.0,0.0,0.0,0.0,0.0,0.0,0.0,25-4520-050,0.0,0.0,41.0,0.0,59.0,0.0,0.0,0.0,16.7,0.0,1.3,5.1,16.7,0.0,5.1,71.8,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-4570-040,0.0,0.0,45.2,0.0,54.8,0.0,0.0,0.0,20.4,0.0,1.3,0.5,3.8,0.0,1.3,93.1,2018-2019
144.0,110.0,136.0,0.0,0.0,0.0,0.0,25-4570-050,0.0,0.0,52.8,0.2,47.2,0.0,0.0,0.0,12.9,0.0,1.3,0.0,1.8,0.0,1.3,95.6,2018-2019
0.0,0.0,0.0,269.0,250.0,230.0,234.0,25-4580-050,0.3,0.2,49.9,0.0,50.1,0.0,0.0,0.0,14.4,0.0,1.3,0.2,3.9,0.0,2.1,92.5,2018-2019
24.0,13.0,17.0,0.0,0.0,0.0,0.0,25-4690-050,0.0,0.7,44.8,0.0,55.2,0.0,1.4,0.0,9.0,0.0,2.1,0.0,0.7,0.0,2.1,95.2,2018-2019
0.0,0.0,0.0,165.0,166.0,153.0,164.0,25-4760-050,8.6,2.1,52.7,0.0,47.3,0.0,0.0,0.0,19.8,0.0,2.0,1.4,10.6,0.0,2.5,83.6,2018-2019
58.0,58.0,57.0,0.0,0.0,0.0,0.0,25-4770-050,1.0,0.0,47.9,0.0,52.1,0.0,0.2,0.0,21.3,0.0,2.1,1.7,3.1,0.2,1.7,91.3,2018-2019
14.0,17.0,30.0,0.0,0.0,0.0,0.0,25-4980-050,0.0,0.0,43.0,0.0,57.0,0.0,0.0,0.0,19.8,0.0,0.6,1.2,2.9,0.0,0.0,95.3,2018-2019
43.0,37.0,45.0,0.0,0.0,0.0,0.0,25-4990-050,5.5,0.3,47.1,0.3,52.9,0.0,0.0,0.0,13.1,0.0,1.7,1.7,3.4,0.3,1.0,91.8,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-5185-030,18.6,5.2,44.9,1.4,55.1,0.0,1.0,0.4,27.8,0.0,6.8,8.0,16.3,0.0,6.0,62.9,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-5185-050,18.4,2.8,47.4,0.4,52.6,0.0,0.9,0.2,20.6,0.0,6.7,12.1,14.5,0.2,4.1,62.3,2018-2019
171.0,154.0,162.0,0.0,0.0,0.0,0.0,25-5185-070,15.6,2.1,50.7,0.2,49.3,0.0,1.0,0.0,22.0,0.0,6.2,11.9,16.6,0.0,6.4,58.9,2018-2019
58.0,65.0,75.0,0.0,0.0,0.0,0.0,25-5230-050,33.9,0.6,50.8,1.7,49.2,0.0,0.0,0.2,16.1,0.0,2.6,3.2,10.3,0.0,2.4,81.5,2018-2019
0.0,0.0,0.0,288.0,316.0,274.0,307.0,25-5310-050,6.7,0.3,50.6,0.2,49.4,0.0,0.0,0.1,17.0,0.0,3.1,4.6,3.6,0.1,0.6,88.0,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-5310-060,10.6,3.3,50.2,0.0,49.8,0.0,0.2,0.2,21.4,0.0,6.6,3.5,8.7,0.0,0.8,80.5,2018-2019
134.0,127.0,132.0,0.0,0.0,0.0,0.0,25-5310-070,7.9,0.0,49.8,0.0,50.2,0.0,0.0,0.0,22.0,0.0,6.5,2.0,6.1,0.0,3.0,82.5,2018-2019
0.0,0.0,0.0,273.0,281.0,239.0,276.0,25-5420-050,9.0,0.6,47.7,1.7,52.3,0.0,0.0,0.0,17.2,0.0,1.9,1.9,7.4,0.0,1.7,87.1,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-5420-060,6.0,0.8,44.8,0.5,55.2,0.0,0.0,0.0,20.4,0.0,1.5,0.5,3.5,0.0,1.5,92.9,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-5420-070,15.5,0.4,49.3,1.3,50.7,0.0,0.0,0.8,16.6,0.2,0.9,6.4,6.0,0.0,1.9,84.5,2018-2019
248.0,253.0,288.0,0.0,0.0,0.0,0.0,25-5420-075,12.9,1.3,46.4,0.8,53.6,0.0,0.0,0.0,19.4,0.1,1.3,1.8,10.1,0.0,3.2,83.5,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-5420-077,7.6,0.8,49.9,1.0,50.1,0.0,0.0,0.3,20.5,0.0,1.8,2.1,4.7,0.3,2.9,88.2,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-5420-078,0.0,0.0,44.6,0.0,55.4,0.0,0.0,1.5,64.6,0.0,7.7,0.0,10.8,0.0,0.0,81.5,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-5420-080,33.7,23.2,51.9,2.2,48.1,0.0,0.0,0.0,26.0,0.0,5.0,2.2,30.9,0.0,2.8,59.1,2018-2019
65.0,67.0,64.0,0.0,0.0,0.0,0.0,25-5640-050,15.4,3.5,52.7,0.4,47.3,0.0,0.0,0.4,17.7,0.0,1.9,1.5,15.4,0.4,3.1,77.7,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,25-5640-080,11.4,2.5,42.9,0.0,57.1,0.6,0.0,0.0,24.6,0.0,1.6,2.2,13.9,0.3,2.2,79.8,2018-2019
0.0,0.0,0.0,176.0,158.0,154.0,147.0,27-0450-020,25.2,3.6,43.8,0.2,56.2,0.0,0.3,0.5,21.0,0.2,11.8,6.0,17.0,1.1,0.5,63.4,2018-2019
90.0,67.0,74.0,0.0,0.0,0.0,0.0,27-0450-030,35.3,4.6,49.5,0.0,50.5,0.0,2.1,0.0,19.1,0.6,17.5,7.1,20.0,0.4,1.0,53.4,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27-0450-040,32.9,11.0,47.0,0.4,53.0,0.0,1.1,0.0,20.8,0.4,14.5,3.9,19.4,0.0,3.2,58.7,2018-2019
48.0,51.0,54.0,0.0,0.0,0.0,0.0,27-0460-060,1.7,0.0,48.4,0.0,51.6,0.0,0.0,0.0,19.3,0.0,5.1,2.0,3.2,0.0,2.2,87.5,2018-2019
0.0,0.0,0.0,109.0,127.0,123.0,126.0,27-0630-020,20.4,1.7,46.0,0.6,54.0,0.0,0.8,0.2,22.6,0.0,1.2,1.2,20.4,0.6,1.2,75.3,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27-0630-025,29.5,10.5,45.6,0.5,54.4,0.0,0.8,0.3,29.5,0.0,3.1,2.1,26.2,0.3,1.5,66.9,2018-2019
90.0,70.0,65.0,0.0,0.0,0.0,0.0,27-0630-030,19.5,2.0,53.4,0.7,46.6,0.0,0.7,0.0,20.1,0.0,3.0,2.3,17.4,0.0,1.7,75.5,2018-2019
0.0,0.0,0.0,334.0,365.0,310.0,300.0,27-0785-010,1.6,0.3,50.9,0.0,49.1,0.0,0.1,0.2,14.6,0.0,9.9,0.7,4.8,0.0,2.2,82.4,2018-2019
366.0,316.0,350.0,0.0,0.0,0.0,0.0,27-0785-030,1.4,0.6,52.1,0.0,47.9,0.0,0.0,0.1,18.1,0.0,11.9,0.5,5.6,0.0,3.3,78.7,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27-0785-050,1.3,1.0,48.1,0.0,51.9,0.0,0.1,0.0,20.3,0.0,12.0,0.4,5.7,0.0,6.1,75.8,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27-0785-060,0.7,1.0,39.7,0.0,60.3,0.0,0.0,0.0,30.3,0.0,12.1,0.7,8.3,0.0,8.6,70.3,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27-0785-070,1.4,0.6,50.4,0.0,49.6,0.0,0.0,0.0,22.5,0.0,11.0,1.2,6.9,0.0,6.3,74.6,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27-0785-080,0.4,1.7,48.7,0.0,51.3,0.0,0.8,0.0,16.1,0.2,14.6,0.2,4.4,0.0,6.7,73.8,2018-2019
135.0,127.0,137.0,0.0,0.0,0.0,0.0,27-0820-020,6.0,2.0,44.4,0.0,55.6,0.0,0.3,0.0,14.0,0.0,6.3,0.8,11.0,0.3,0.3,81.5,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27-0820-030,7.1,4.6,48.4,0.3,51.6,0.0,0.6,0.0,18.2,0.0,4.8,0.6,11.4,0.0,2.6,80.6,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27-0820-040,5.5,6.7,47.2,0.3,52.8,0.0,0.0,0.0,26.7,0.0,9.0,2.3,12.5,0.6,1.2,74.5,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27-1090-050,5.4,1.7,48.2,0.9,51.8,0.0,0.0,0.6,26.0,0.2,8.0,3.5,11.9,0.2,4.3,72.0,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27-1090-070,2.6,1.8,44.0,0.0,56.0,0.0,0.0,0.0,19.1,0.0,5.8,1.0,7.6,0.0,5.5,80.1,2018-2019
182.0,223.0,185.0,0.0,0.0,0.0,0.0,27-1090-080,4.6,0.7,47.1,1.5,52.9,0.0,0.0,0.5,18.3,0.2,9.7,2.9,10.8,0.2,3.9,72.4,2018-2019
0.0,0.0,0.0,255.0,272.0,205.0,228.0,27-1110-040,72.2,13.8,49.6,2.0,50.4,0.1,0.0,0.0,8.4,0.0,2.3,4.5,86.3,0.0,0.3,6.5,2018-2019
79.0,0.0,0.0,0.0,0.0,0.0,0.0,27-1110-050,73.2,2.6,44.3,1.6,55.7,1.8,0.0,0.5,23.0,0.0,1.3,2.0,92.9,0.0,0.7,3.1,2018-2019
108.0,0.0,0.0,0.0,0.0,0.0,0.0,27-1110-060,81.4,2.7,48.1,1.3,51.9,0.6,0.0,0.0,15.8,0.0,2.7,2.7,90.5,0.0,0.2,3.8,2018-2019
0.0,242.0,267.0,0.0,0.0,0.0,0.0,27-1110-065,73.4,11.9,47.3,1.6,52.7,2.7,0.0,0.0,14.1,0.0,1.8,4.9,86.3,0.0,0.2,6.8,2018-2019
75.0,0.0,0.0,0.0,0.0,0.0,0.0,27-1110-070,73.6,23.1,49.7,3.2,50.3,3.3,0.0,0.0,11.4,0.0,1.9,3.0,91.9,0.0,0.1,3.0,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27-1190-030,2.4,0.7,56.6,0.0,43.4,0.0,0.0,0.3,16.9,0.0,19.3,1.4,8.3,0.0,0.7,70.3,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27-1190-035,0.6,2.1,44.2,0.0,55.8,0.0,0.0,0.0,19.9,0.0,12.9,1.2,11.0,0.0,1.8,73.0,2018-2019
85.0,110.0,95.0,0.0,0.0,0.0,0.0,27-1190-050,2.8,1.4,47.9,0.0,52.1,0.0,0.0,0.0,12.8,0.0,16.2,1.0,11.0,0.0,1.4,70.3,2018-2019
,,,,,,,27-1530-015,,,,,,,,,,,,,,,,,2018-2019
,,,,,,,27-1530-020,,,,,,,,,,,,,,,,,2018-2019
,,,,,,,27-1530-030,,,,,,,,,,,,,,,,,2018-2019
0.0,0.0,0.0,199.0,232.0,197.0,188.0,27-1990-050,3.4,0.6,50.8,0.2,49.2,0.0,0.1,0.2,17.3,0.0,9.1,3.8,6.8,0.1,0.7,79.4,2018-2019
0.0,0.0,0.0,173.0,139.0,160.0,162.0,27-1990-070,2.8,1.4,49.5,0.2,50.5,0.0,0.0,0.0,12.2,0.0,12.2,3.0,8.1,0.0,1.3,75.5,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27-2000-025,3.0,6.7,48.0,0.0,52.0,0.0,0.0,0.0,30.4,0.0,14.3,1.5,14.6,0.0,8.5,61.1,2018-2019
148.0,163.0,170.0,0.0,0.0,0.0,0.0,27-2000-040,1.0,0.4,49.3,0.0,50.7,0.0,0.0,0.0,12.7,0.0,15.2,1.5,12.7,0.0,5.0,65.7,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27-2000-050,0.6,1.2,48.6,0.0,51.4,0.0,0.0,0.0,23.7,0.0,12.5,4.0,11.8,0.0,6.5,65.1,2018-2019
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27-2000-060,1.2,1.6,49.8,0.0,50.2,0.0,0.0,0.0,13.9,0.0,11.6,1.2,6.0,0.0,7.2,74.1,2018-2019
30.0,29.0,35.0,0.0,0.0,0.0,0.0,27-2010-050,0.7,0.0,49.5,0.0,50.5,0.4,0.0,0.0,18.2,0.0,4.4,1.5,3.6,0.7,8.4,81.5,2018-2019
0.0,0.0,0.0,224.0,235.0,211.0,242.0,27-2380-020,11.3,0.7,48.8,1.6,51.2,0.0,0.2,0.1,15.4,0.1,5.0,1.4,10.7,0.1,0.9,81.8,2018-2019
