county_name,district_name,school_name,county_district_school_code,school_address,name_enc,address_enc,gs_school_name,gs_school_address,gs_school_link,fuzzy_name_score,fuzzy_address_score
Mercer,West Windsor-Plainsboro Regional School District,Thomas R Grover Middle School,21-5715-035,"10 SOUTHFIELD ROAD, West Windsor, NJ, 08550",THOMASRGROVERMIDDLESCHOOL,10SOUTHFIELDROADWESTWINDSORTOWNSHIPNJ08550,Thomas R Grover Middle School,"10 SOUTHFIELD ROAD, West Windsor Township, NJ, 08550",https://www.greatschools.org/new-jersey/west-windsor-township/3398-Thomas-R-Grover-Middle-School/,100.0,88.52459016393442
Monmouth,Wall Township Public School District,Allenwood Elementary School,25-5420-060,"3301 ALLENWOOD  LAKEWOOD RD, WALL, NJ, 07719",ALLENWOODELEMENTARYSCHOOL,3301ALLENWOODLAKEWOODRDWALLTOWNSHIPNJ07719,Allenwood Elementary School,"3301 ALLENWOOD LAKEWOOD RD, Wall Township, NJ, 07719",https://www.greatschools.org/new-jersey/wall-township/2078-Allenwood-Elementary-School/,100.0,88.52459016393442
Somerset,Hillsborough Township Public School District,Woodfern Elementary School,35-2170-080,"425 Woodfern Road, Hillsborough, NJ, 08844",WOODFERNELEMENTARYSCHOOL,425WOODFERNROADHILLSBOROUGHTOWNSHIPNJ08844,Woodfern Elementary School,"425 Woodfern Road, Hillsborough Township, NJ, 08844",https://www.greatschools.org/new-jersey/hillsborough-township/793-Woodfern-Elementary-School/,100.0,88.52459016393442
Gloucester,Township of Franklin School District,Mary F. Janvier School,15-1590-080,"1532 PENNSYLVANIA AVE, FRANKLINVILLE, NJ, 08322",MARYFJANVIERSCHOOL,1532PENNSYLVANIAAVEFRANKLINNJ08322,Mary F Janvier School,"1532 PENNSYLVANIA AVE, Franklin, NJ, 08322",https://www.greatschools.org/new-jersey/franklin/610-Mary-F--Janvier-School/,100.0,88.52459016393442
Bergen,Oakland Public School District,Manito Elementary School,03-3760-060,"111 MANITO AVE, OAKLAND, NJ, 07436",MANITOELEMENTARYSCHOOL,111MANITOAVENUEOAKLANDNJ07436,Manito Elementary School,"111 Manito Avenue, Oakland, NJ, 07436",https://www.greatschools.org/new-jersey/oakland/1446-Manito-Elementary-School/,100.0,88.46153846153845
Union,Summit Public School District,Lincoln-Hubbard Elementary School,39-5090-100,"52 WOODLAND AVE, SUMMIT, NJ, 07901",LINCOLNHUBBARDELEMENTARYSCHOOL,52WOODLANDAVENUESUMMITNJ07901,Lincoln Hubbard Elementary School,"52 Woodland Avenue, Summit, NJ, 07901",https://www.greatschools.org/new-jersey/summit/1921-Lincoln--Hubbard-Elementary-School/,100.0,88.46153846153845
Middlesex,Metuchen Public School District,Metuchen High School,23-3120-050,"400 GROVE AVE, METUCHEN, NJ, 08840",METUCHENHIGHSCHOOL,400GROVEAVENUEMETUCHENNJ08840,Metuchen High School,"400 Grove Avenue, Metuchen, NJ, 08840",https://www.greatschools.org/new-jersey/metuchen/1142-Metuchen-High-School/,100.0,88.46153846153845
Essex,Montclair Public School District,Nishuane Elementary School,13-3310-130,"32 CEDAR AVE, MONTCLAIR, NJ, 07042",NISHUANEELEMENTARYSCHOOL,32CEDARAVENUEMONTCLAIRNJ07042,Nishuane Elementary School,"32 Cedar Avenue, Montclair, NJ, 07042",https://www.greatschools.org/new-jersey/montclair/1222-Nishuane-Elementary-School/,100.0,88.46153846153845
Mercer,Hamilton Township Public School District,Alexander Elementary School,21-1950-085,"20 ROBERT FROST DRIVE, HAMILTON, NJ, 08690",ALEXANDERELEMENTARYSCHOOL,20ROBERTFROSTDRIVEHAMILTONTOWNSHIPNJ08690,Alexander Elementary School,"20 ROBERT FROST DRIVE, Hamilton Township, NJ, 08690",https://www.greatschools.org/new-jersey/hamilton-township/733-Alexander-Elementary-School/,100.0,88.13559322033898
Burlington,Mount Laurel Township School District,Hartford Upper Elementary School,05-3440-047,"397 HARTFORD ROAD, MOUNT LAUREL, NJ, 08054",HARTFORDUPPERELEMENTARYSCHOOL,397HARTFORDROADMOUNTLAURELTOWNSHIPNJ08054,Hartford Upper Elementary School,"397 HARTFORD ROAD, Mount Laurel Township, NJ, 08054",https://www.greatschools.org/new-jersey/mount-laurel-township/1265-Hartford-School/,100.0,88.13559322033898
Mercer,Mercer County Special Services School District,Mercer Elementary School,21-3103-070,"1020 Old Trenton Road, Hamilton, NJ, 08690",MERCERELEMENTARYSCHOOL,1020OLDTRENTONROADHAMILTONTOWNSHIPNJ08690,Mercer Elementary School,"1020 Old Trenton Road, Hamilton Township, NJ, 08690",https://www.greatschools.org/new-jersey/hamilton-township/4254-Mercer-Elementary-School/,100.0,88.13559322033898
Mercer,Mercer County Special Services School District,Joseph F. Cappello School,21-3103-050,"1072 Old Trenton Road, Hamilton, NJ, 08690",JOSEPHFCAPPELLOSCHOOL,1072OLDTRENTONROADHAMILTONTOWNSHIPNJ08690,Joseph F Cappello School,"1072 Old Trenton Road, Hamilton Township, NJ, 08690",https://www.greatschools.org/new-jersey/hamilton-township/4179-Joseph-F-Cappello-School/,100.0,88.13559322033898
Atlantic,Ventnor City School District,Ventnor Elementary School,01-5350-045,"400 N  LAFAYETTE AVENUE, VENTNOR, NJ, 08406",VENTNORELEMENTARYSCHOOL,400NLAFAYETTEAVENUEVENTNORCITYNJ08406,Ventnor Elementary School,"400 N LAFAYETTE AVENUE, Ventnor City, NJ, 08406",https://www.greatschools.org/new-jersey/ventnor-city/3427-Ventnor-Elementary-School/,100.0,88.13559322033898
Camden,Pennsauken Township Board of Education School District,A.E. Burling High School,07-4060-300,"3600 Harris Avenue, Pennsauken, NJ, 08110",AEBURLINGHIGHSCHOOL,3600HARRISAVENUEPENNSAUKENTOWNSHIPNJ08110,A.E. Burling High School,"3600 Harris Avenue, Pennsauken Township, NJ, 08110",https://www.greatschools.org/new-jersey/pennsauken-township/9220-A.E.-Burling-High-School/,100.0,88.13559322033898
Burlington,Mount Laurel Township School District,Fleetwood Elementary School,05-3440-045,"231 FLEETWOOD AVE, MOUNT LAUREL, NJ, 08054",FLEETWOODELEMENTARYSCHOOL,231FLEETWOODAVEMOUNTLAURELTOWNSHIPNJ08054,Fleetwood Elementary School,"231 FLEETWOOD AVE, Mount Laurel Township, NJ, 08054",https://www.greatschools.org/new-jersey/mount-laurel-township/1267-Fleetwood-Elementary-School/,100.0,88.13559322033898
Union,Roselle Park Public School District,Sherman Elementary School,39-4550-090,"375 E GRANT AVE, ROSELLE PARK, NJ, 07204",SHERMANELEMENTARYSCHOOL,375EASTGRANTAVENUEROSELLEPARKNJ07204,Sherman Elementary School,"375 East Grant Avenue, Roselle Park, NJ, 07204",https://www.greatschools.org/new-jersey/roselle-park/1775-Sherman-Elementary-School/,100.0,88.13559322033898
Passaic,Passaic City School District,Mahatma Gandhi School Number 25,31-3970-307,"64 Parker Ave, Passaic, NJ, 07055",MAHATMAGANDHISCHOOLNUMBER25,64PARKERAVENUEPASSAICNJ07055,Mahatma Gandhi School Number 25,"64 Parker Avenue, Passaic, NJ, 07055",https://www.greatschools.org/new-jersey/passaic/9252-Mahatma-Gandhi-School-Number-25/,100.0,88.0
Bergen,Oakland Public School District,Dogwood Hill Elementary School,03-3760-040,"25 DOGWOOD DR, OAKLAND, NJ, 07436",DOGWOODHILLELEMENTARYSCHOOL,25DOGWOODDRIVEOAKLANDNJ07436,Dogwood Hill Elementary School,"25 Dogwood Drive, Oakland, NJ, 07436",https://www.greatschools.org/new-jersey/oakland/1444-Dogwood-Hill-Elementary-School/,100.0,88.0
Essex,Newark Public School District,George Washington Carver Elementary School,13-3570-435,"333 CLINTON PL, NEWARK, NJ, 07112",GEORGEWASHINGTONCARVERELEMENTARYSCHOOL,333CLINTONPLACENEWARKNJ07112,George Washington Carver Elementary School,"333 Clinton Place, Newark, NJ, 07112",https://www.greatschools.org/new-jersey/newark/1382-George-Washington-Carver-Elementary-School/,100.0,88.0
Bergen,Bogota Public School District,E. Roy Bixby,03-0440-030,"25 FISCHER AVE, BOGOTA, NJ, 07603",EROYBIXBYELEMENTARYSCHOOL,25FISCHERAVENUEBOGOTANJ07603,E. Roy Bixby Elementary School,"25 Fischer Avenue, Bogota, NJ, 07603",https://www.greatschools.org/new-jersey/bogota/154-E.-Roy-Bixby-Elementary-School/,100.0,88.0
Ocean,Seaside Heights School District,Hugh J. Boyd Jr. Elementary School,29-4710-050,"1200 BAY BOULEVARD, SEASIDE HTS, NJ, 08751",HUGHJBOYDJRELEMENTARYSCHOOL,1200BAYBOULEVARDSEASIDEHEIGHTSNJ08751,Hugh J Boyd Jr Elementary School,"1200 Bay Boulevard, Seaside Heights, NJ, 08751",https://www.greatschools.org/new-jersey/seaside-heights/1825-Hugh-J-Boyd-Jr--Elementary-School/,100.0,87.87878787878788
Sussex,Montague Township School District,Montague Township School,37-3300-050,"475 ROUTE 206, MONTAGUE, NJ, 07827",MONTAGUETOWNSHIPSCHOOL,475US206MONTAGUENJ07827,Montague Township School,"475 U.S. 206, Montague, NJ, 07827",https://www.greatschools.org/new-jersey/montague-township/1214-Montague-Elementary-School/,100.0,87.8048780487805
Monmouth,Manalapan-Englishtown Regional Schools School District,Manalapan-Englishtown Middle School,25-2920-060,"155 MILLHURST ROAD, Manalapan, NJ, 07726",MANALAPANENGLISHTOWNMIDDLESCHOOL,155MILLHURSTROADMANALAPANTOWNSHIPNJ07726,Manalapan-Englishtown Middle School,"155 MILLHURST ROAD, Manalapan Township, NJ, 07726",https://www.greatschools.org/new-jersey/manalapan-township/1080-Manalapan-Englishtown-Middle-School/,100.0,87.71929824561404
Mercer,Hamilton Township Public School District,Klockner Elementary School,21-1950-160,"830 KLOCKNER AVENUE, HAMILTON, NJ, 08619",KLOCKNERELEMENTARYSCHOOL,830KLOCKNERAVENUEHAMILTONTOWNSHIPNJ08619,Klockner Elementary School,"830 KLOCKNER AVENUE, Hamilton Township, NJ, 08619",https://www.greatschools.org/new-jersey/hamilton-township/737-Klockner-Elementary-School/,100.0,87.71929824561404
Camden,Pennsauken Township Board of Education School District,Roosevelt Science Technology Engineering and Mathematics (STEM),07-4060-180,"5526 Wisteria Ave, Pennsauken, NJ, 08109",ROOSEVELTSCIENCETECHNOLOGYENGINEERINGANDMATHEMATICS(ST,5526WISTERIAAVEPENNSAUKENTOWNSHIPNJ08109,Roosevelt Science Technology Engineering and Mathematics (St,"5526 WISTERIA AVE, Pennsauken Township, NJ, 08109",https://www.greatschools.org/new-jersey/pennsauken-township/1602-Roosevelt-Elementary-School/,100.0,87.71929824561404
Camden,Voorhees Township School District,Signal Hill School,07-5400-095,"33 Signal Hill Drive, VOORHEES, NJ, 08043",SIGNALHILLSCHOOL,33SIGNALHILLDRIVEVOORHEESTOWNSHIPNJ08043,Signal Hill School,"33 Signal Hill Drive, Voorhees Township, NJ, 08043",https://www.greatschools.org/new-jersey/voorhees-township/2071-Signal-Hill-School/,100.0,87.71929824561404
Mercer,Hamilton Township Public School District,Lalor Elementary School,21-1950-180,"25 BARNT DEKLYN ROAD, HAMILTON, NJ, 08610",LALORELEMENTARYSCHOOL,25BARNTDEKLYNROADHAMILTONTOWNSHIPNJ08610,Lalor Elementary School,"25 BARNT DEKLYN ROAD, Hamilton Township, NJ, 08610",https://www.greatschools.org/new-jersey/hamilton-township/739-Lalor-Elementary-School/,100.0,87.71929824561404
Ocean,Jackson Township School District,Lucy N. Holman Elementary School,29-2360-046,"125 Manhattan Street, Jackson, NJ, 08527",LUCYNHOLMANELEMENTARYSCHOOL,125MANHATTANSTREETJACKSONTOWNSHIPNJ08527,Lucy N Holman Elementary School,"125 Manhattan Street, Jackson Township, NJ, 08527",https://www.greatschools.org/new-jersey/jackson-township/859-Lucy-N-Holman-Elementary-School/,100.0,87.71929824561404
Monmouth,Manalapan-Englishtown Regional Schools School District,Wemrock Brook School,25-2920-110,"118 MILLHURST ROAD, MANALAPAN, NJ, 07726",WEMROCKBROOKSCHOOL,118MILLHURSTROADMANALAPANTOWNSHIPNJ07726,Wemrock Brook School,"118 MILLHURST ROAD, Manalapan Township, NJ, 07726",https://www.greatschools.org/new-jersey/manalapan-township/3452-Wemrock-Brook-School/,100.0,87.71929824561404
Monmouth,Neptune Township School District,Neptune High School,25-3510-050,"55 NEPTUNE BOULEVARD, NEPTUNE, NJ, 07753",NEPTUNEHIGHSCHOOL,55NEPTUNEBOULEVARDNEPTUNETOWNSHIPNJ07753,Neptune High School,"55 NEPTUNE BOULEVARD, Neptune Township, NJ, 07753",https://www.greatschools.org/new-jersey/neptune-city/1287-Neptune-High-School/,100.0,87.71929824561404
Somerset,Green Brook Township Public School District,Irene E. Feldkirchner Elementary School,35-1810-050,"105 Andrew Street, Green Brook, NJ, 08812",IRENEEFELDKIRCHNERELEMENTARYSCHOOL,105ANDREWSTREETGREENBROOKTOWNSHIPNJ08812,Irene E Feldkirchner Elementary School,"105 Andrew Street, Green Brook Township, NJ, 08812",https://www.greatschools.org/new-jersey/green-brook-township/692-Irene-E-Feldkirchner-Elementary-School/,100.0,87.71929824561404
Monmouth,Middletown Township Public School District,Nut Swamp Elementary School,25-3160-145,"925 Nut Swamp Road, MIDDLETOWN, NJ, 07748",NUTSWAMPELEMENTARYSCHOOL,925NUTSWAMPROADMIDDLETOWNTOWNSHIPNJ07748,Nut Swamp Elementary School,"925 Nut Swamp Road, Middletown Township, NJ, 07748",https://www.greatschools.org/new-jersey/middletown/1174-Nut-Swamp-Elementary-School/,100.0,87.71929824561404
Burlington,Moorestown Township Public School District,George C. Baker Elementary School,05-3360-060,"139 W  MAPLE AVE, MOORESTOWN, NJ, 08057",GEORGECBAKERELEMENTARYSCHOOL,139WESTMAPLEAVENUEMOORESTOWNNJ08057,George C. Baker Elementary School,"139 West Maple Avenue, Moorestown, NJ, 08057",https://www.greatschools.org/new-jersey/moorestown/1240-George-C.-Baker-Elementary-School/,100.0,87.71929824561404
Monmouth,Wall Township Public School District,Wall Primary School,25-5420-078,"2500 BEDFORD CORNER LANE, WALL, NJ, 07719",WALLPRIMARYSCHOOL,2500BEDFORDCORNERLANEWALLTOWNSHIPNJ07719,Wall Primary School,"2500 BEDFORD CORNER LANE, Wall Township, NJ, 07719",https://www.greatschools.org/new-jersey/wall-township/4170-Wall-Primary-School/,100.0,87.71929824561404
Mercer,Hamilton Township Public School District,Sayen Elementary School,21-1950-240,"3333 NOTTINGHAM WAY, HAMILTON, NJ, 08690",SAYENELEMENTARYSCHOOL,3333NOTTINGHAMWAYHAMILTONTOWNSHIPNJ08690,Sayen Elementary School,"3333 NOTTINGHAM WAY, Hamilton Township, NJ, 08690",https://www.greatschools.org/new-jersey/hamilton-township/745-Sayen-Elementary-School/,100.0,87.71929824561404
Bergen,Ramapo Indian Hills Regional High School District,Indian Hills High School,03-4300-030,"97 YAWPO AVE, OAKLAND, NJ, 07436",INDIANHILLSHIGHSCHOOL,97YAWPOAVENUEOAKLANDNJ07436,Indian Hills High School,"97 Yawpo Avenue, Oakland, NJ, 07436",https://www.greatschools.org/new-jersey/oakland/1694-Indian-Hills-High-School/,100.0,87.5
Union,Plainfield Public School District,Plainfield Academy For The Arts & Advanced Studies,39-4160-052,"1700 West Front St, PLAINFIELD, NJ, 07063",PLAINFIELDACADEMYFORTHEARTS&ADVANCEDSTUDIES,1700WESTFRONTSTREETPLAINFIELDNJ07063,Plainfield Academy for the Arts & Advanced Studies,"1700 West Front Street, Plainfield, NJ, 07063",https://www.greatschools.org/new-jersey/plainfield/6917-Paaas/,100.0,87.5
Bergen,Dumont Public School District,Grant Elementary School,03-1130-050,"100 GRANT AVE, DUMONT, NJ, 07628",GRANTELEMENTARYSCHOOL,100GRANTAVENUEDUMONTNJ07628,Grant Elementary School,"100 Grant Avenue, Dumont, NJ, 07628",https://www.greatschools.org/new-jersey/dumont/414-Grant-Elementary-School/,100.0,87.5
Essex,Newark Public School District,University High School,13-3570-057,"55 CLINTON PL, NEWARK, NJ, 07108",UNIVERSITYHIGHSCHOOL,55CLINTONPLACENEWARKNJ07108,University High School,"55 Clinton Place, Newark, NJ, 07108",https://www.greatschools.org/new-jersey/newark/1323-University-High-School/,100.0,87.5
Mercer,Hamilton Township Public School District,Kisthardt Elementary School,21-1950-150,"215 HARCOURT DRIVE, HAMILTON, NJ, 08610",KISTHARDTELEMENTARYSCHOOL,215HARCOURTDRIVEHAMILTONTOWNSHIPNJ08610,Kisthardt Elementary School,"215 HARCOURT DRIVE, Hamilton Township, NJ, 08610",https://www.greatschools.org/new-jersey/trenton/736-Kisthardt-Elementary-School/,100.0,87.27272727272728
Gloucester,Wenonah  Boro School District,Wenonah Elementary School,15-5590-050,"200 N CLINTON AVE, WENONAH, NJ, 08090",WENONAHELEMENTARYSCHOOL,200NORTHCLINTONAVENUEWENONAHNJ08090,Wenonah Elementary School,"200 North Clinton Avenue, Wenonah, NJ, 08090",https://www.greatschools.org/new-jersey/wenonah/2139-Wenonah-Elementary-School/,100.0,87.27272727272728
Ocean,Brick Township Public School District,Midstreams Elementary School,29-0530-060,"500 MIDSTREAMS RD, BRICK TOWN, NJ, 08724",MIDSTREAMSELEMENTARYSCHOOL,500MIDSTREAMSRDBRICKTOWNSHIPNJ08724,Midstreams Elementary School,"500 MIDSTREAMS RD, Brick Township, NJ, 08724",https://www.greatschools.org/new-jersey/brick-township/180-Midstreams-Elementary-School/,100.0,87.27272727272728
Warren,Allamuchy Township School District,Mountain Villa School,41-0030-020,"1686 County Rt 517, Allamuchy, NJ, 07820",MOUNTAINVILLASCHOOL,1686COUNTYRT517ALLAMUCHYTOWNSHIPNJ07820,Mountain Villa School,"1686 County Rt 517, Allamuchy Township, NJ, 07820",https://www.greatschools.org/new-jersey/hackettstown/7095-Mountain-Villa-School/,100.0,87.27272727272728
Mercer,Hamilton Township Public School District,Hamilton East - Steinert,21-1950-050,"2900 KLOCKNER ROAD, HAMILTON, NJ, 08690",HAMILTONEASTSTEINERTHIGHSCHOOL,2900KLOCKNERROADHAMILTONTOWNSHIPNJ08690,Hamilton East-Steinert High School,"2900 KLOCKNER ROAD, Hamilton Township, NJ, 08690",https://www.greatschools.org/new-jersey/hamilton-township/729-Hamilton-East-Steinert-High-School/,100.0,87.27272727272728
Atlantic,Galloway Township Public Schools,Pomona Preschool,01-1690-040,"400 S  GENOA AVENUE, EGG HARBOR, NJ, 08215",POMONAPRESCHOOL,400SGENOAAVENUEEGGHARBORTOWNSHIPNJ08215,Pomona Preschool,"400 S GENOA AVENUE, Egg Harbor Township, NJ, 08215",https://www.greatschools.org/new-jersey/egg-harbor-city/643-Pomona-Elementary-School/,100.0,87.27272727272728
Monmouth,Neptune Township School District,Shark River Hills Elementary School,25-3510-090,"312 BRIGHTON AVENUE, NEPTUNE, NJ, 07753",SHARKRIVERHILLSELEMENTARYSCHOOL,312BRIGHTONAVENUENEPTUNETOWNSHIPNJ07753,Shark River Hills Elementary School,"312 BRIGHTON AVENUE, Neptune Township, NJ, 07753",https://www.greatschools.org/new-jersey/neptune-city/1292-Shark-River-Hills-Elementary-School/,100.0,87.27272727272728
Camden,Voorhees Township School District,Osage School,07-5400-090,"112 Somerdale Road, VOORHEES, NJ, 08043",OSAGESCHOOL,112SOMERDALEROADVOORHEESTOWNSHIPNJ08043,Osage School,"112 Somerdale Road, Voorhees Township, NJ, 08043",https://www.greatschools.org/new-jersey/voorhees-township/2069-Osage-Elementary-School/,100.0,87.27272727272728
Mercer,Hamilton Township Public School District,Hamilton North - Nottingham,21-1950-055,"1055 KLOCKNER ROAD, HAMILTON, NJ, 08619",HAMILTONNORTHNOTTINGHAMHIGHSCHOOL,1055KLOCKNERROADHAMILTONTOWNSHIPNJ08619,Hamilton North-Nottingham High School,"1055 KLOCKNER ROAD, Hamilton Township, NJ, 08619",https://www.greatschools.org/new-jersey/hamilton-township/750-Hamilton-North-Nottingham-High-School/,100.0,87.27272727272728
Ocean,Manchester Township School District,Ridgeway Elementary School,29-2940-050,"2861 RIDGEWAY RD, MANCHESTER, NJ, 08759",RIDGEWAYELEMENTARYSCHOOL,2861RIDGEWAYRDMANCHESTERTOWNSHIPNJ08759,Ridgeway Elementary School,"2861 RIDGEWAY RD, Manchester Township, NJ, 08759",https://www.greatschools.org/new-jersey/manchester-township/1090-Ridgeway-Elementary-School/,100.0,87.27272727272728
Camden,Pennsauken Township Board of Education School District,George B. Fine Elementary School,07-4060-140,"3800 GLADWYN AVE, PENNSAUKEN, NJ, 08109",GEORGEBFINEELEMENTARYSCHOOL,3800GLADWYNAVEPENNSAUKENTOWNSHIPNJ08109,George B. Fine Elementary School,"3800 GLADWYN AVE, Pennsauken Township, NJ, 08109",https://www.greatschools.org/new-jersey/pennsauken-township/1600-George-B.-Fine-Elementary-School/,100.0,87.27272727272728
Salem,Penns Grove-Carneys Point Regional School District,Lafayette - Pershing,33-4070-100,"237 SHELL ROAD, CARNEYS POINT, NJ, 08069",LAFAYETTEPERSHINGELEMENTARYSCHOOL,237SHELLROADCARNEYSPOINTTOWNSHIPNJ08069,Lafayette-Pershing Elementary School,"237 SHELL ROAD, Carneys Point Township, NJ, 08069",https://www.greatschools.org/new-jersey/carneys-point-township/1589-Lafayette-Pershing-Elementary-School/,100.0,87.27272727272728
Somerset,Somerville Public School District,Somerville High School,35-4820-050,"222 Davenport St., Somerville, NJ, 08876",SOMERVILLEHIGHSCHOOL,222DAVENPORTSTREETSOMERVILLENJ08876,Somerville High School,"222 Davenport Street, Somerville, NJ, 08876",https://www.greatschools.org/new-jersey/somerville/1840-Somerville-High-School/,100.0,87.09677419354838
