county_name,district_name,school_name,county_district_school_code,school_address,name_enc,address_enc,gs_school_name,gs_school_address,gs_school_link,rating_band,rating,gs_name_enc,gs_address_enc,fuzzy_name_score,fuzzy_address_score
Morris,Washington Township School District,Old Farmers Road School,27-5520-040,"51 OLD FARMERS ROAD, LONG VALLEY, NJ, 07853",OLDFARMERSROADSCHOOL,51OLDFARMERSROADLONGVALLEYNJ07853,Old Farmers Road Elementary School,"51 OLD FARMERS ROAD, Washington Township, NJ, 07853",https://www.greatschools.org/new-jersey/washington-township/2114-Old-Farmers-Road-Elementary-School/,Above average,9.0,OLDFARMERSROADELEMENTARYSCHOOL,51OLDFARMERSROADWASHINGTONTOWNSHIPNJ07853,80.0,67.56756756756756
Union,Elizabeth Public Schools,Thomas A. Edison Career and Technical Academy,39-1320-404,"625 Summer St, Elizabeth, NJ, 07202",THOMASAEDISONCAREERANDTECHNICALACADEMY,625SUMMERSTELIZABETHNJ07202,T A Edison Career Tech Academy,"625 Summer Street, Elizabeth, NJ, 07202",https://www.greatschools.org/new-jersey/elizabeth/7070-T-A-Edison-Career-Tech-Academy/,Below average,2.0,TAEDISONCAREERTECHACADEMY,625SUMMERSTREETELIZABETHNJ07202,79.36507936507937,93.10344827586206
Hudson,Bayonne School District,Mary J Donohoe Community School,17-0220-080,"38 DODGE STREET, BAYONNE, NJ, 07002",MARYJDONOHOECOMMUNITYSCHOOL,38DODGESTREETBAYONNENJ07002,Mary J. Donohoe No. 4 Elementary School,"38 Dodge Street, Bayonne, NJ, 07002",https://www.greatschools.org/new-jersey/bayonne/74-Mary-J.-Donohoe-No.-4-Elementary-School/,Average,5.0,MARYJDONOHOENO4ELEMENTARYSCHOOL,38DODGESTREETBAYONNENJ07002,79.3103448275862,100.0
Hudson,Bayonne School District,Henry E. Harris Community School,17-0220-050,"135 AVENUE C, BAYONNE, NJ, 07002",HENRYEHARRISCOMMUNITYSCHOOL,135AVENUECBAYONNENJ07002,Henry E. Harris No. 1 Elementary School,"135 Avenue C, Bayonne, NJ, 07002",https://www.greatschools.org/new-jersey/bayonne/71-Henry-E.-Harris-No.-1-Elementary-School/,Below average,4.0,HENRYEHARRISNO1ELEMENTARYSCHOOL,135AVENUECBAYONNENJ07002,79.3103448275862,100.0
Mercer,Hopewell Valley Regional School District,Toll Gate Grammar School,21-2280-040,"275 SO  MAIN STREET, PENNINGTON, NJ, 08534",TOLLGATEGRAMMARSCHOOL,275SOMAINSTREETPENNINGTONNJ08534,Toll Gate/Grammar Elementary School,"275 South Main Street, Pennington, NJ, 08534",https://www.greatschools.org/new-jersey/pennington/826-Toll-Gate-Grammar-Elementary-School/,Above average,10.0,TOLLGATE/GRAMMARELEMENTARYSCHOOL,275SOUTHMAINSTREETPENNINGTONNJ08534,79.24528301886792,95.5223880597015
Bergen,Tenafly Public School District,J Spencer Smith School,03-5160-070,"101 DOWNEY DRIVE, TENAFLY, NJ, 07670",JSPENCERSMITHSCHOOL,101DOWNEYDRIVETENAFLYNJ07670,J. Spencer Smith Elementary School,"101 Downey Drive, Tenafly, NJ, 07670",https://www.greatschools.org/new-jersey/tenafly/1939-J.-Spencer-Smith-Elementary-School/,Above average,8.0,JSPENCERSMITHELEMENTARYSCHOOL,101DOWNEYDRIVETENAFLYNJ07670,79.16666666666667,100.0
Bergen,Elmwood Park School District,Gilbert Avenue School,03-1345-080,"151 GILBERT AVENUE, ELMWOOD PARK, NJ, 07407",GILBERTAVENUESCHOOL,151GILBERTAVENUEELMWOODPARKNJ07407,Gilbert Avenue Elementary School,"151 Gilbert Avenue, Elmwood Park, NJ, 07407",https://www.greatschools.org/new-jersey/elmwood-park/534-Gilbert-Avenue-Elementary-School/,Below average,4.0,GILBERTAVENUEELEMENTARYSCHOOL,151GILBERTAVENUEELMWOODPARKNJ07407,79.16666666666667,100.0
Morris,Hanover Township School District,Mountview Road School,27-2000-050,"30 MOUNTVIEW ROAD, MORRIS PLAINS, NJ, 07950",MOUNTVIEWROADSCHOOL,30MOUNTVIEWROADMORRISPLAINSNJ07950,Mountview Road Elementary School,"30 Mountview Road, Morris Plains, NJ, 07950",https://www.greatschools.org/new-jersey/morris-plains/761-Mountview-Road-Elementary-School/,Above average,7.0,MOUNTVIEWROADELEMENTARYSCHOOL,30MOUNTVIEWROADMORRISPLAINSNJ07950,79.16666666666667,100.0
Sussex,Newton Public School District,Merriam Avenue School,37-3590-070,"81 MERRIAM AVENUE, NEWTON, NJ, 07860",MERRIAMAVENUESCHOOL,81MERRIAMAVENUENEWTONNJ07860,Merriam Avenue Elementary School,"81 Merriam Avenue, Newton, NJ, 07860",https://www.greatschools.org/new-jersey/newton/1391-Merriam-Avenue-Elementary-School/,Below average,3.0,MERRIAMAVENUEELEMENTARYSCHOOL,81MERRIAMAVENUENEWTONNJ07860,79.16666666666667,100.0
Mercer,Princeton Public Schools,Community Park School,21-4255-110,"372 WITHERSPOON STREET, PRINCETON, NJ, 08540",COMMUNITYPARKSCHOOL,372WITHERSPOONSTREETPRINCETONNJ08540,Community Park Elementary School,"372 WITHERSPOON STREET, Princeton, NJ, 08540",https://www.greatschools.org/new-jersey/princeton/1684-Community-Park-Elementary-School/,Average,6.0,COMMUNITYPARKELEMENTARYSCHOOL,372WITHERSPOONSTREETPRINCETONNJ08540,79.16666666666667,100.0
Bergen,Tenafly Public School District,Ralph S Maugham School,03-5160-090,"111 MAGNOLIA AVENUE, TENAFLY, NJ, 07670",RALPHSMAUGHAMSCHOOL,111MAGNOLIAAVENUETENAFLYNJ07670,Ralph S. Maugham Elementary School,"111 Magnolia Avenue, Tenafly, NJ, 07670",https://www.greatschools.org/new-jersey/tenafly/1941-Ralph-S.-Maugham-Elementary-School/,Above average,10.0,RALPHSMAUGHAMELEMENTARYSCHOOL,111MAGNOLIAAVENUETENAFLYNJ07670,79.16666666666667,100.0
Bergen,New Milford Public School District,Berkley Street School,03-3550-060,"812 BERKLEY STREET, NEW MILFORD, NJ, 07646",BERKLEYSTREETSCHOOL,812BERKLEYSTREETNEWMILFORDNJ07646,Berkley Street Elementary School,"812 Berkley Street, New Milford, NJ, 07646",https://www.greatschools.org/new-jersey/new-milford/1307-Berkley-Street-Elementary-School/,Above average,7.0,BERKLEYSTREETELEMENTARYSCHOOL,812BERKLEYSTREETNEWMILFORDNJ07646,79.16666666666667,100.0
Camden,Haddonfield School District,J. Fithian Tatem School,07-1900-090,"ONE GLOVER AVENUE, HADDONFIELD, NJ, 08033",JFITHIANTATEMSCHOOL,ONEGLOVERAVENUEHADDONFIELDNJ08033,J. Fithian Tatem Elementary School,"ONE GLOVER AVENUE, Haddonfield, NJ, 08033",https://www.greatschools.org/new-jersey/haddonfield/722-J.-Fithian-Tatem-Elementary-School/,Above average,8.0,JFITHIANTATEMELEMENTARYSCHOOL,ONEGLOVERAVENUEHADDONFIELDNJ08033,79.16666666666667,100.0
Camden,Somerdale School District,Somerdale Park School,07-4790-020,"301 GRACE STREET, SOMERDALE, NJ, 08083",SOMERDALEPARKSCHOOL,301GRACESTREETSOMERDALENJ08083,Somerdale Park Elementary School,"301 Grace Street, Somerdale, NJ, 08083",https://www.greatschools.org/new-jersey/somerdale/1836-Somerdale-Park-Elementary-School/,Below average,4.0,SOMERDALEPARKELEMENTARYSCHOOL,301GRACESTREETSOMERDALENJ08083,79.16666666666667,100.0
Camden,Laurel Springs School District,Laurel Springs School,07-2540-050,"623 GRAND AVENUE, LAUREL SPRINGS, NJ, 08021",LAURELSPRINGSSCHOOL,623GRANDAVENUELAURELSPRINGSNJ08021,Laurel Springs Elementary School,"623 Grand Avenue, Laurel Springs, NJ, 08021",https://www.greatschools.org/new-jersey/laurel-springs/950-Laurel-Springs-Elementary-School/,Average,6.0,LAURELSPRINGSELEMENTARYSCHOOL,623GRANDAVENUELAURELSPRINGSNJ08021,79.16666666666667,100.0
Monmouth,Tinton Falls School District,Swimming River School,25-5185-050,"220 HANCE AVENUE, TINTON FALLS, NJ, 07724",SWIMMINGRIVERSCHOOL,220HANCEAVENUETINTONFALLSNJ07724,Swimming River Elementary School,"220 Hance Avenue, Tinton Falls, NJ, 07724",https://www.greatschools.org/new-jersey/tinton-falls/1947-Swimming-River-Elementary-School/,Average,5.0,SWIMMINGRIVERELEMENTARYSCHOOL,220HANCEAVENUETINTONFALLSNJ07724,79.16666666666667,100.0
Bergen,Glen Rock Public School District,Clara E Coleman School,03-1760-090,"100 PINELYNN RD, GLEN ROCK, NJ, 07452",CLARAECOLEMANSCHOOL,100PINELYNNRDGLENROCKNJ07452,Clara E. Coleman Elementary School,"100 Pinelynn Road, Glen Rock, NJ, 07452",https://www.greatschools.org/new-jersey/glen-rock/672-Clara-E.-Coleman-Elementary-School/,Above average,7.0,CLARAECOLEMANELEMENTARYSCHOOL,100PINELYNNROADGLENROCKNJ07452,79.16666666666667,96.55172413793103
Cape May,Wildwood Crest Borough School District,Crest Memorial School,09-5800-030,"9100 PACIFIC AVE, WILDWOOD CREST, NJ, 08260",CRESTMEMORIALSCHOOL,9100PACIFICAVEWILDWOODCRESTNJ08260,Crest Memorial Elementary School,"9100 Pacific Avenue, Wildwood Crest, NJ, 08260",https://www.greatschools.org/new-jersey/wildwood-crest/2222-Crest-Memorial-Elementary-School/,Below average,3.0,CRESTMEMORIALELEMENTARYSCHOOL,9100PACIFICAVENUEWILDWOODCRESTNJ08260,79.16666666666667,95.77464788732395
Union,New Providence School District,Allen W. Roberts School,39-3560-055,"80 JONES DR, NEW PROVIDENCE, NJ, 07974",ALLENWROBERTSSCHOOL,80JONESDRNEWPROVIDENCENJ07974,Allen W. Roberts Elementary School,"80 Jones Drive, New Providence, NJ, 07974",https://www.greatschools.org/new-jersey/new-providence/1311-Allen-W.-Roberts-Elementary-School/,Above average,9.0,ALLENWROBERTSELEMENTARYSCHOOL,80JONESDRIVENEWPROVIDENCENJ07974,79.16666666666667,95.08196721311475
Essex,Newark Public School District,Hawkins Street School,13-3570-460,"8 HAWKINS ST, NEWARK, NJ, 07105",HAWKINSSTREETSCHOOL,8HAWKINSSTNEWARKNJ07105,Hawkins Street Elementary School,"8 Hawkins Street, Newark, NJ, 07105",https://www.greatschools.org/new-jersey/newark/1354-Hawkins-Street-Elementary-School/,Below average,2.0,HAWKINSSTREETELEMENTARYSCHOOL,8HAWKINSSTREETNEWARKNJ07105,79.16666666666667,92.0
Union,Berkeley Heights School District,Thomas P. Hughes School,39-0310-020,"446 SNYDER AVE, BERKELEY HTS, NJ, 07922",THOMASPHUGHESSCHOOL,446SNYDERAVEBERKELEYHTSNJ07922,Thomas P. Hughes Elementary School,"446 Snyder Avenue, Berkeley Heights, NJ, 07922",https://www.greatschools.org/new-jersey/berkeley-heights/117-Thomas-P.-Hughes-Elementary-School/,Above average,10.0,THOMASPHUGHESELEMENTARYSCHOOL,446SNYDERAVENUEBERKELEYHEIGHTSNJ07922,79.16666666666667,89.55223880597015
Somerset,Bernards Township School District,Liberty Corner School,35-0350-080,"61 Church Street, Liberty Corner, NJ, 07938",LIBERTYCORNERSCHOOL,61CHURCHSTREETLIBERTYCORNERNJ07938,Liberty Corner Elementary School,"61 Church Street, Bernards, NJ, 07938",https://www.greatschools.org/new-jersey/bernards/130-Liberty-Corner-Elementary-School/,Above average,8.0,LIBERTYCORNERELEMENTARYSCHOOL,61CHURCHSTREETBERNARDSNJ07938,79.16666666666667,82.53968253968254
Bergen,Garfield Public School District,James Madison School #10,03-1700-205,"55 Lincoln Place, GARFIELD, NJ, 07026",JAMESMADISONSCHOOL#10,55LINCOLNPLACEGARFIELDNJ07026,Madison School No 10,"55 Lincoln Place, Garfield, NJ, 07026",https://www.greatschools.org/new-jersey/garfield/3414-Madison-School--No-10/,Above average,9.0,MADISONSCHOOLNO10,55LINCOLNPLACEGARFIELDNJ07026,78.94736842105263,100.0
Monmouth,Keyport School District,Keyport Central School,25-2430-060,"335 BROAD STREET, KEYPORT, NJ, 07735",KEYPORTCENTRALSCHOOL,335BROADSTREETKEYPORTNJ07735,Central School,"335 Broad Street, Keyport, NJ, 07735",https://www.greatschools.org/new-jersey/keyport/924-Central-School/,Below average,4.0,CENTRALSCHOOL,335BROADSTREETKEYPORTNJ07735,78.78787878787878,100.0
Bergen,Teaneck School District,John Greenleaf Whittier Elementary School,03-5150-150,"491 W ENGLEWOOD AVENUE, TEANECK, NJ, 07666",JOHNGREENLEAFWHITTIERELEMENTARYSCHOOL,491WENGLEWOODAVENUETEANECKNJ07666,Whittier Elementary School,"491 West Englewood Avenue, Teaneck, NJ, 07666",https://www.greatschools.org/new-jersey/teaneck/1937-Whittier-Elementary-School/,Above average,7.0,WHITTIERELEMENTARYSCHOOL,491WESTENGLEWOODAVENUETEANECKNJ07666,78.68852459016394,95.65217391304348
Morris,Morris School District,Sussex Avenue School,27-3385-105,"125 SUSSEX AVENUE, MORRISTOWN, NJ, 07960",SUSSEXAVENUESCHOOL,125SUSSEXAVENUEMORRISTOWNNJ07960,Sussex Avenue Elementary School,"125 Sussex Avenue, Morristown, NJ, 07960",https://www.greatschools.org/new-jersey/morristown/1255-Sussex-Avenue-Elementary-School/,Average,6.0,SUSSEXAVENUEELEMENTARYSCHOOL,125SUSSEXAVENUEMORRISTOWNNJ07960,78.26086956521739,100.0
Monmouth,Little Silver Boro School District,Markham Place School,25-2720-050,"95 MARKHAM PLACE, LITTLE SILVER, NJ, 07739",MARKHAMPLACESCHOOL,95MARKHAMPLACELITTLESILVERNJ07739,Markham Place Elementary School,"95 Markham Place, Little Silver, NJ, 07739",https://www.greatschools.org/new-jersey/little-silver/995-Markham-Place-Elementary-School/,Above average,9.0,MARKHAMPLACEELEMENTARYSCHOOL,95MARKHAMPLACELITTLESILVERNJ07739,78.26086956521739,100.0
Essex,Newark Public School District,Dr. E. Alma Flagg School,13-3570-415,"150 THIRD ST, NEWARK, NJ, 07104",DREALMAFLAGGSCHOOL,150THIRDSTNEWARKNJ07104,Dr. E. Alma Flagg Elementary School,"150 THIRD ST, Newark, NJ, 07104",https://www.greatschools.org/new-jersey/newark/1384-Dr.-E.-Alma-Flagg-Elementary-School/,Below average,2.0,DREALMAFLAGGELEMENTARYSCHOOL,150THIRDSTNEWARKNJ07104,78.26086956521739,100.0
Monmouth,Freehold Township School District,West Freehold School,25-1660-030,"100 CASTRONOVA WAY, FREEHOLD, NJ, 07728",WESTFREEHOLDSCHOOL,100CASTRONOVAWAYFREEHOLDNJ07728,West Freehold Elementary School,"100 Castronova Way, Freehold, NJ, 07728",https://www.greatschools.org/new-jersey/freehold/638-West-Freehold-Elementary-School/,Average,6.0,WESTFREEHOLDELEMENTARYSCHOOL,100CASTRONOVAWAYFREEHOLDNJ07728,78.26086956521739,100.0
Cumberland,Bridgeton City School District,Cherry Street School,11-0540-055,"11 CHERRY STREET, BRIDGETON, NJ, 08302",CHERRYSTREETSCHOOL,11CHERRYSTREETBRIDGETONNJ08302,Cherry Street Elementary School,"11 Cherry Street, Bridgeton, NJ, 08302",https://www.greatschools.org/new-jersey/bridgeton/188-Cherry-Street-Elementary-School/,Below average,1.0,CHERRYSTREETELEMENTARYSCHOOL,11CHERRYSTREETBRIDGETONNJ08302,78.26086956521739,100.0
Sussex,Sparta Township Public School District,Mohawk Avenue School,37-4960-300,"18 Mohawk Avneue, Sparta, NJ, 07871",MOHAWKAVENUESCHOOL,18MOHAWKAVNEUESPARTANJ07871,Mohawk Avenue Elementary School,"18 Mohawk Avenue, Sparta, NJ, 07871",https://www.greatschools.org/new-jersey/sparta-township/3426-Mohawk-Avenue-Elementary-School/,Average,6.0,MOHAWKAVENUEELEMENTARYSCHOOL,18MOHAWKAVENUESPARTANJ07871,78.26086956521739,96.2962962962963
Gloucester,National Park Boro School District,National Park School,15-3490-050,"516 LAKEHURST AVE, NATIONAL PARK, NJ, 08063",NATIONALPARKSCHOOL,516LAKEHURSTAVENATIONALPARKNJ08063,National Park Elementary School,"516 Lakehurst Avenue, National Park, NJ, 08063",https://www.greatschools.org/new-jersey/national-park/1285-National-Park-Elementary-School/,Below average,3.0,NATIONALPARKELEMENTARYSCHOOL,516LAKEHURSTAVENUENATIONALPARKNJ08063,78.26086956521739,95.77464788732395
