county_name,district_name,school_name,county_district_school_code,school_address,name_enc,address_enc,gs_school_name,gs_school_address,gs_school_link,rating_band,rating,gs_name_enc,gs_address_enc,fuzzy_name_score,fuzzy_address_score
Ocean,Lakewood Township School District,Ella G Clarke Elementary School,29-2520-080,"455 MANETTA AVENUE, LAKEWOOD, NJ, 08701",ELLAGCLARKEELEMENTARYSCHOOL,455MANETTAAVENUELAKEWOODNJ08701,Ella G Clarke Elementary School,"455 Manetta Avenue, Lakewood, NJ, 08701",https://www.greatschools.org/new-jersey/lakewood-township/945-Ella-G-Clarke-Elementary-School/,Average,6.0,ELLAGCLARKEELEMENTARYSCHOOL,455MANETTAAVENUELAKEWOODNJ08701,100.0,100.0
Mercer,East Windsor Regional School District,Hightstown High School,21-1245-050,"25 LESHIN LANE, HIGHTSTOWN, NJ, 08520",HIGHTSTOWNHIGHSCHOOL,25LESHINLANEHIGHTSTOWNNJ08520,Hightstown High School,"25 Leshin Lane, Hightstown, NJ, 08520",https://www.greatschools.org/new-jersey/hightstown/460-Hightstown-High-School/,Average,5.0,HIGHTSTOWNHIGHSCHOOL,25LESHINLANEHIGHTSTOWNNJ08520,100.0,100.0
Bergen,Tenafly Public School District,Tenafly High School,03-5160-050,"19 COLUMBUS DRIVE, TENAFLY, NJ, 07670",TENAFLYHIGHSCHOOL,19COLUMBUSDRIVETENAFLYNJ07670,Tenafly High School,"19 Columbus Drive, Tenafly, NJ, 07670",https://www.greatschools.org/new-jersey/tenafly/1938-Tenafly-High-School/,Above average,8.0,TENAFLYHIGHSCHOOL,19COLUMBUSDRIVETENAFLYNJ07670,100.0,100.0
Charters,Foundation Academy Charter School,Foundation Academy Charter School,80-6017-932,"363 West State Street, Trenton, NJ, 08608",FOUNDATIONACADEMYCHARTERSCHOOL,363WESTSTATESTREETTRENTONNJ08608,Foundation Academy Charter School,"363 West State Street, Trenton, NJ, 08608",https://www.greatschools.org/new-jersey/trenton/7060-Foundation-Academy-Charter-School/,Below average,3.0,FOUNDATIONACADEMYCHARTERSCHOOL,363WESTSTATESTREETTRENTONNJ08608,100.0,100.0
Passaic,Paterson Public School District,School 3,31-4010-070,"448 MAIN STREET, PATERSON, NJ, 07501",SCHOOL3,448MAINSTREETPATERSONNJ07501,School 3,"448 Main Street, Paterson, NJ, 07501",https://www.greatschools.org/new-jersey/paterson/1541-Number-3-Elementary-School/,Below average,3.0,SCHOOL3,448MAINSTREETPATERSONNJ07501,100.0,100.0
Essex,Livingston Board of Education School District,Hillside Elementary School,13-2730-100,"98 BELMONT DRIVE, LIVINGSTON, NJ, 07039",HILLSIDEELEMENTARYSCHOOL,98BELMONTDRIVELIVINGSTONNJ07039,Hillside Elementary School,"98 Belmont Drive, Livingston, NJ, 07039",https://www.greatschools.org/new-jersey/livingston/1002-Hillside-Elementary-School/,Above average,10.0,HILLSIDEELEMENTARYSCHOOL,98BELMONTDRIVELIVINGSTONNJ07039,100.0,100.0
Passaic,Clifton Public School District,School #12,31-0900-170,"165 CLIFTON AVENUE, CLIFTON, NJ, 07011",SCHOOL#12,165CLIFTONAVENUECLIFTONNJ07011,School #12,"165 Clifton Avenue, Clifton, NJ, 07011",https://www.greatschools.org/new-jersey/clifton/345-Number-12-Elementary-School/,Below average,3.0,SCHOOL#12,165CLIFTONAVENUECLIFTONNJ07011,100.0,100.0
Middlesex,Old Bridge Township School District,M. Scott Carpenter Elementary School,23-3845-133,"ONE PAR AVENUE, OLD BRIDGE, NJ, 08857",MSCOTTCARPENTERELEMENTARYSCHOOL,ONEPARAVENUEOLDBRIDGENJ08857,M. Scott Carpenter Elementary School,"ONE PAR AVENUE, Old Bridge, NJ, 08857",https://www.greatschools.org/new-jersey/old-bridge-township/1067-M.-Scott-Carpenter-Elementary-School/,Above average,7.0,MSCOTTCARPENTERELEMENTARYSCHOOL,ONEPARAVENUEOLDBRIDGENJ08857,100.0,100.0
Passaic,Wayne Township Public School District,Theunis Dey Elementary School,31-5570-150,"55 WEBSTER DRIVE, WAYNE, NJ, 07470",THEUNISDEYELEMENTARYSCHOOL,55WEBSTERDRIVEWAYNENJ07470,Theunis Dey Elementary School,"55 Webster Drive, Wayne, NJ, 07470",https://www.greatschools.org/new-jersey/wayne/2135-Theunis-Dey-Elementary-School/,Above average,8.0,THEUNISDEYELEMENTARYSCHOOL,55WEBSTERDRIVEWAYNENJ07470,100.0,100.0
Charters,Jersey City Community Charter School,Jersey City Community Charter School,80-6910-940,"128 DANFORTH AVENUE, JERSEY CITY, NJ, 07305",JERSEYCITYCOMMUNITYCHARTERSCHOOL,128DANFORTHAVENUEJERSEYCITYNJ07305,Jersey City Community Charter School,"128 Danforth Avenue, Jersey City, NJ, 07305",https://www.greatschools.org/new-jersey/jersey-city/3348-Jersey-City-Community-Charter-School/,Below average,3.0,JERSEYCITYCOMMUNITYCHARTERSCHOOL,128DANFORTHAVENUEJERSEYCITYNJ07305,100.0,100.0
Somerset,South Bound Brook Public Schools,Robert Morris School,35-4850-060,"122 Elizabeth Street, South Bound Brook, NJ, 08880",ROBERTMORRISSCHOOL,122ELIZABETHSTREETSOUTHBOUNDBROOKNJ08880,Robert Morris School,"122 Elizabeth Street, South Bound Brook, NJ, 08880",https://www.greatschools.org/new-jersey/south-bound-brook/3465-Robert-Morris-School/,Average,5.0,ROBERTMORRISSCHOOL,122ELIZABETHSTREETSOUTHBOUNDBROOKNJ08880,100.0,100.0
Monmouth,Keansburg School District,Joseph C. Caruso School,25-2400-050,"81 Frances Place, KEANSBURG, NJ, 07734",JOSEPHCCARUSOSCHOOL,81FRANCESPLACEKEANSBURGNJ07734,Joseph C Caruso School,"81 Frances Place, Keansburg, NJ, 07734",https://www.greatschools.org/new-jersey/keansburg/913-Joseph-C-Caruso-School/,Below average,1.0,JOSEPHCCARUSOSCHOOL,81FRANCESPLACEKEANSBURGNJ07734,100.0,100.0
Morris,Morris School District,Normandy Park School,27-3385-100,"19A NORMANDY PARKWAY, MORRISTOWN, NJ, 07960",NORMANDYPARKSCHOOL,19ANORMANDYPARKWAYMORRISTOWNNJ07960,Normandy Park School,"19A NORMANDY PARKWAY, Morristown, NJ, 07960",https://www.greatschools.org/new-jersey/morristown/3386-Normandy-Park-School/,Average,6.0,NORMANDYPARKSCHOOL,19ANORMANDYPARKWAYMORRISTOWNNJ07960,100.0,100.0
Passaic,Hawthorne Public School District,Hawthorne High School,31-2100-050,"160 PARMELEE AVENUE, HAWTHORNE, NJ, 07506",HAWTHORNEHIGHSCHOOL,160PARMELEEAVENUEHAWTHORNENJ07506,Hawthorne High School,"160 Parmelee Avenue, Hawthorne, NJ, 07506",https://www.greatschools.org/new-jersey/hawthorne/775-Hawthorne-High-School/,Below average,3.0,HAWTHORNEHIGHSCHOOL,160PARMELEEAVENUEHAWTHORNENJ07506,100.0,100.0
Middlesex,South Plainfield School District,South Plainfield High School,23-4910-050,"200 LAKE STREET, SOUTH PLAINFIELD, NJ, 07080",SOUTHPLAINFIELDHIGHSCHOOL,200LAKESTREETSOUTHPLAINFIELDNJ07080,South Plainfield High School,"200 Lake Street, South Plainfield, NJ, 07080",https://www.greatschools.org/new-jersey/south-plainfield/1872-South-Plainfield-High-School/,Average,5.0,SOUTHPLAINFIELDHIGHSCHOOL,200LAKESTREETSOUTHPLAINFIELDNJ07080,100.0,100.0
Ocean,Point Pleasant Borough School District,Ocean Road Elementary School,29-4210-060,"BENEDICT STREET, POINT PLEASANT, NJ, 08742",OCEANROADELEMENTARYSCHOOL,BENEDICTSTREETPOINTPLEASANTNJ08742,Ocean Road Elementary School,"Benedict Street, Point Pleasant, NJ, 08742",https://www.greatschools.org/new-jersey/point-pleasant/1672-Ocean-Road-Elementary-School/,Average,5.0,OCEANROADELEMENTARYSCHOOL,BENEDICTSTREETPOINTPLEASANTNJ08742,100.0,100.0
Hudson,Harrison Public Schools,Hamilton Intermediate School,17-2060-061,"223 HAMILTON STREET, HARRISON, NJ, 07029",HAMILTONINTERMEDIATESCHOOL,223HAMILTONSTREETHARRISONNJ07029,Hamilton Intermediate School,"223 Hamilton Street, Harrison, NJ, 07029",https://www.greatschools.org/new-jersey/harrison/4557-Hamilton-Intermediate-School/,Average,5.0,HAMILTONINTERMEDIATESCHOOL,223HAMILTONSTREETHARRISONNJ07029,100.0,100.0
Mercer,Trenton Public School District,Mott Elementary School,21-5210-260,"45 Stokely Avenue, Trenton, NJ, 08611",MOTTELEMENTARYSCHOOL,45STOKELYAVENUETRENTONNJ08611,Mott Elementary School,"45 Stokely Avenue, Trenton, NJ, 08611",https://www.greatschools.org/new-jersey/trenton/1982-Mott-Elementary-School/,Below average,3.0,MOTTELEMENTARYSCHOOL,45STOKELYAVENUETRENTONNJ08611,100.0,100.0
Sussex,Hopatcong Borough School District,Hopatcong Middle School,37-2240-040,"1 David Road, Hopatcong, NJ, 07843",HOPATCONGMIDDLESCHOOL,1DAVIDROADHOPATCONGNJ07843,Hopatcong Middle School,"1 David Road, Hopatcong, NJ, 07843",https://www.greatschools.org/new-jersey/stanhope/821-Hopatcong-Middle-School/,Below average,2.0,HOPATCONGMIDDLESCHOOL,1DAVIDROADHOPATCONGNJ07843,100.0,100.0
Monmouth,Marlboro Township School District,Marlboro Elementary School,25-3030-045,"100 SCHOOL ROAD WEST, MARLBORO, NJ, 07746",MARLBOROELEMENTARYSCHOOL,100SCHOOLROADWESTMARLBORONJ07746,Marlboro Elementary School,"100 School Road West, Marlboro, NJ, 07746",https://www.greatschools.org/new-jersey/marlboro-township/1112-Marlboro-Elementary-School/,Above average,7.0,MARLBOROELEMENTARYSCHOOL,100SCHOOLROADWESTMARLBORONJ07746,100.0,100.0
Essex,East Orange School District,Benjamin Banneker Academy,13-1210-093,"500 South Clinton Street, EAST ORANGE, NJ, 07018",BENJAMINBANNEKERACADEMY,500SOUTHCLINTONSTREETEASTORANGENJ07018,Benjamin Banneker Academy,"500 South Clinton Street, East Orange, NJ, 07018",https://www.greatschools.org/new-jersey/east-orange/3377-Fourth-Avenue-Elementary-School/,Below average,2.0,BENJAMINBANNEKERACADEMY,500SOUTHCLINTONSTREETEASTORANGENJ07018,100.0,100.0
Charters,Philip's Academy Charter School of Paterson,Philip's Academy Charter School of Paterson,80-6106-997,"47 State Street, Paterson, NJ, 07501",PHILIP'SACADEMYCHARTERSCHOOLOFPATERSON,47STATESTREETPATERSONNJ07501,Philip's Academy Charter School Of Paterson,"47 State Street, Paterson, NJ, 07501",https://www.greatschools.org/new-jersey/paterson/8877-Philips-Academy-Charter-School-Of-Paterson/,Below average,3.0,PHILIP'SACADEMYCHARTERSCHOOLOFPATERSON,47STATESTREETPATERSONNJ07501,100.0,100.0
Sussex,Sussex-Wantage Regional School District,Sussex Middle School,37-5100-060,"10 LOOMIS AVENUE, SUSSEX, NJ, 07461",SUSSEXMIDDLESCHOOL,10LOOMISAVENUESUSSEXNJ07461,Sussex Middle School,"10 Loomis Avenue, Sussex, NJ, 07461",https://www.greatschools.org/new-jersey/sussex/1924-Sussex-Middle-School/,Below average,4.0,SUSSEXMIDDLESCHOOL,10LOOMISAVENUESUSSEXNJ07461,100.0,100.0
Hudson,Hudson County Schools of Technology School District,County Prep High School,17-2295-030,"525 MONTGOMERY STREET, JERSEY CITY, NJ, 07306",COUNTYPREPHIGHSCHOOL,525MONTGOMERYSTREETJERSEYCITYNJ07306,County Prep High School,"525 MONTGOMERY STREET, Jersey City, NJ, 07306",https://www.greatschools.org/new-jersey/jersey-city/841-County-Prep-High-School/,Above average,9.0,COUNTYPREPHIGHSCHOOL,525MONTGOMERYSTREETJERSEYCITYNJ07306,100.0,100.0
Hudson,Jersey City Public Schools,Innovation High School,17-2390-301,"239 Bergen Avenue, Jersey City, NJ, 07305",INNOVATIONHIGHSCHOOL,239BERGENAVENUEJERSEYCITYNJ07305,Innovation High School,"239 Bergen Avenue, Jersey City, NJ, 07305",https://www.greatschools.org/new-jersey/jersey-city/8720-Innovation-High-School/,Below average,4.0,INNOVATIONHIGHSCHOOL,239BERGENAVENUEJERSEYCITYNJ07305,100.0,100.0
Bergen,Ridgewood Public School District,Orchard Elementary School,03-4390-120,"230 DEMAREST ST, RIDGEWOOD, NJ, 07451",ORCHARDELEMENTARYSCHOOL,230DEMARESTSTRIDGEWOODNJ07451,Orchard Elementary School,"230 DEMAREST ST, Ridgewood, NJ, 07451",https://www.greatschools.org/new-jersey/ridgewood/1738-Orchard-Elementary-School/,Above average,10.0,ORCHARDELEMENTARYSCHOOL,230DEMARESTSTRIDGEWOODNJ07451,100.0,100.0
Hunterdon,Flemington-Raritan Regional School District,Barley Sheaf Elementary School,19-1510-030,"80 BARLEY SHEAF ROAD, FLEMINGTON, NJ, 08822",BARLEYSHEAFELEMENTARYSCHOOL,80BARLEYSHEAFROADFLEMINGTONNJ08822,Barley Sheaf Elementary School,"80 Barley Sheaf Road, Flemington, NJ, 08822",https://www.greatschools.org/new-jersey/flemington/586-Barley-Sheaf-Elementary-School/,Above average,7.0,BARLEYSHEAFELEMENTARYSCHOOL,80BARLEYSHEAFROADFLEMINGTONNJ08822,100.0,100.0
Bergen,Lodi School District,Lodi High School,03-2740-050,"99 PUTNAM STREET, LODI, NJ, 07644",LODIHIGHSCHOOL,99PUTNAMSTREETLODINJ07644,Lodi High School,"99 Putnam Street, Lodi, NJ, 07644",https://www.greatschools.org/new-jersey/lodi/1006-Lodi-High-School/,Average,5.0,LODIHIGHSCHOOL,99PUTNAMSTREETLODINJ07644,100.0,100.0
Monmouth,Bradley Beach School District,Bradley Beach Elementary School,25-0500-020,"515 BRINLEY AVENUE, BRADLEY BEACH, NJ, 07720",BRADLEYBEACHELEMENTARYSCHOOL,515BRINLEYAVENUEBRADLEYBEACHNJ07720,Bradley Beach Elementary School,"515 Brinley Avenue, Bradley Beach, NJ, 07720",https://www.greatschools.org/new-jersey/bradley-beach/168-Bradley-Beach-Elementary-School/,Average,6.0,BRADLEYBEACHELEMENTARYSCHOOL,515BRINLEYAVENUEBRADLEYBEACHNJ07720,100.0,100.0
Bergen,Fort Lee School District,Lewis F. Cole Middle School,03-1550-100,"467 STILLWELL AVENUE, FORT LEE, NJ, 07024",LEWISFCOLEMIDDLESCHOOL,467STILLWELLAVENUEFORTLEENJ07024,Lewis F Cole Middle School,"467 Stillwell Avenue, Fort Lee, NJ, 07024",https://www.greatschools.org/new-jersey/fort-lee/603-Lewis-F--Cole-Middle-School/,Above average,8.0,LEWISFCOLEMIDDLESCHOOL,467STILLWELLAVENUEFORTLEENJ07024,100.0,100.0
Bergen,Paramus Public School District,Stony Lane Elementary School,03-3930-130,"W 110 RIDGEWOOD AVENUE, PARAMUS, NJ, 07652",STONYLANEELEMENTARYSCHOOL,W110RIDGEWOODAVENUEPARAMUSNJ07652,Stony Lane Elementary School,"W 110 RIDGEWOOD AVENUE, Paramus, NJ, 07652",https://www.greatschools.org/new-jersey/paramus/1497-Stony-Lane-Elementary-School/,Below average,4.0,STONYLANEELEMENTARYSCHOOL,W110RIDGEWOODAVENUEPARAMUSNJ07652,100.0,100.0
Bergen,Fair Lawn Public School District,Henry B. Milnes Elementary School,03-1450-080,"8-01 PHILLIP ST, FAIR LAWN, NJ, 07410",HENRYBMILNESELEMENTARYSCHOOL,801PHILLIPSTFAIRLAWNNJ07410,Henry B. Milnes Elementary School,"8-01 PHILLIP ST, Fair Lawn, NJ, 07410",https://www.greatschools.org/new-jersey/fair-lawn/572-Henry-B.-Milnes-Elementary-School/,Above average,9.0,HENRYBMILNESELEMENTARYSCHOOL,801PHILLIPSTFAIRLAWNNJ07410,100.0,100.0
Bergen,Woodcliff Lake School District,Dorchester Elementary School,03-5880-030,"100 DORCHESTER ROAD, WOODCLIFF LAKE, NJ, 07677",DORCHESTERELEMENTARYSCHOOL,100DORCHESTERROADWOODCLIFFLAKENJ07677,Dorchester Elementary School,"100 Dorchester Road, Woodcliff Lake, NJ, 07677",https://www.greatschools.org/new-jersey/woodcliff-lake/2271-Dorchester-Elementary-School/,Above average,9.0,DORCHESTERELEMENTARYSCHOOL,100DORCHESTERROADWOODCLIFFLAKENJ07677,100.0,100.0
Middlesex,Edison Township School District,Woodrow Wilson Middle School,23-1290-063,"50 WOODROW WILSON DRIVE, EDISON, NJ, 08820",WOODROWWILSONMIDDLESCHOOL,50WOODROWWILSONDRIVEEDISONNJ08820,Woodrow Wilson Middle School,"50 Woodrow Wilson Drive, Edison, NJ, 08820",https://www.greatschools.org/new-jersey/edison/482-Woodrow-Wilson-Middle-School/,Above average,7.0,WOODROWWILSONMIDDLESCHOOL,50WOODROWWILSONDRIVEEDISONNJ08820,100.0,100.0
Cape May,Ocean City School District,Ocean City High School,09-3780-050,"501 ATLANTIC AVENUE, OCEAN CITY, NJ, 08226",OCEANCITYHIGHSCHOOL,501ATLANTICAVENUEOCEANCITYNJ08226,Ocean City High School,"501 Atlantic Avenue, Ocean City, NJ, 08226",https://www.greatschools.org/new-jersey/ocean-city/1450-Ocean-City-High-School/,Average,5.0,OCEANCITYHIGHSCHOOL,501ATLANTICAVENUEOCEANCITYNJ08226,100.0,100.0
Union,Township of Union School District,Burnet Middle School,39-5290-060,"1000 CALDWELL AVENUE, UNION, NJ, 07083",BURNETMIDDLESCHOOL,1000CALDWELLAVENUEUNIONNJ07083,Burnet Middle School,"1000 Caldwell Avenue, Union, NJ, 07083",https://www.greatschools.org/new-jersey/union/2015-Burnet-Middle-School/,Below average,4.0,BURNETMIDDLESCHOOL,1000CALDWELLAVENUEUNIONNJ07083,100.0,100.0
Bergen,Paramus Public School District,Paramus High School,03-3930-050,"99 EAST CENTURY ROAD, PARAMUS, NJ, 07652",PARAMUSHIGHSCHOOL,99EASTCENTURYROADPARAMUSNJ07652,Paramus High School,"99 East Century Road, Paramus, NJ, 07652",https://www.greatschools.org/new-jersey/paramus/1491-Paramus-High-School/,Above average,7.0,PARAMUSHIGHSCHOOL,99EASTCENTURYROADPARAMUSNJ07652,100.0,100.0
Charters,East Orange Community Charter School,East Orange Community Charter School,80-6410-920,"99 WASHINGTON STREET, EAST ORANGE, NJ, 07017",EASTORANGECOMMUNITYCHARTERSCHOOL,99WASHINGTONSTREETEASTORANGENJ07017,East Orange Community Charter School,"99 Washington Street, East Orange, NJ, 07017",https://www.greatschools.org/new-jersey/east-orange/3336-East-Orange-Community-Charter-School/,Below average,4.0,EASTORANGECOMMUNITYCHARTERSCHOOL,99WASHINGTONSTREETEASTORANGENJ07017,100.0,100.0
Union,Scotch Plains-Fanwood School District,Terrill Middle School,39-4670-065,"1301 TERRILL ROAD, SCOTCH PLAINS, NJ, 07076",TERRILLMIDDLESCHOOL,1301TERRILLROADSCOTCHPLAINSNJ07076,Terrill Middle School,"1301 Terrill Road, Scotch Plains, NJ, 07076",https://www.greatschools.org/new-jersey/scotch-plains/1817-Terrill-Middle-School/,Above average,7.0,TERRILLMIDDLESCHOOL,1301TERRILLROADSCOTCHPLAINSNJ07076,100.0,100.0
Bergen,Hasbrouck Heights School District,Euclid Elementary School,03-2080-060,"1 BURTON AVENUE, HASBROUCK HEIGHTS, NJ, 07604",EUCLIDELEMENTARYSCHOOL,1BURTONAVENUEHASBROUCKHEIGHTSNJ07604,Euclid Elementary School,"1 Burton Avenue, Hasbrouck Heights, NJ, 07604",https://www.greatschools.org/new-jersey/hasbrouck-heights/772-Euclid-Elementary-School/,Above average,9.0,EUCLIDELEMENTARYSCHOOL,1BURTONAVENUEHASBROUCKHEIGHTSNJ07604,100.0,100.0
Middlesex,Perth Amboy Public School District,Samuel E. Shull Middle School,23-4090-150,"380 HALL AVENUE, PERTH AMBOY, NJ, 08861",SAMUELESHULLMIDDLESCHOOL,380HALLAVENUEPERTHAMBOYNJ08861,Samuel E Shull Middle School,"380 Hall Avenue, Perth Amboy, NJ, 08861",https://www.greatschools.org/new-jersey/perth-amboy/1616-Samuel-E-Shull-Middle-School/,Below average,3.0,SAMUELESHULLMIDDLESCHOOL,380HALLAVENUEPERTHAMBOYNJ08861,100.0,100.0
Burlington,Willingboro Public School District,Twin Hills Elementary School,05-5805-120,"110 TWIN HILL DRIVE, WILLINGBORO, NJ, 08046",TWINHILLSELEMENTARYSCHOOL,110TWINHILLDRIVEWILLINGBORONJ08046,Twin Hills Elementary School,"110 Twin Hill Drive, Willingboro, NJ, 08046",https://www.greatschools.org/new-jersey/willingboro/2230-Twin-Hills-Elementary-School/,Average,5.0,TWINHILLSELEMENTARYSCHOOL,110TWINHILLDRIVEWILLINGBORONJ08046,100.0,100.0
Monmouth,Keansburg School District,Keansburg High School,25-2400-010,"140 PORT MONMOUTH ROAD, KEANSBURG, NJ, 07734",KEANSBURGHIGHSCHOOL,140PORTMONMOUTHROADKEANSBURGNJ07734,Keansburg High School,"140 Port Monmouth Road, Keansburg, NJ, 07734",https://www.greatschools.org/new-jersey/keansburg/911-Keansburg-High-School/,Below average,2.0,KEANSBURGHIGHSCHOOL,140PORTMONMOUTHROADKEANSBURGNJ07734,100.0,100.0
Middlesex,Metuchen Public School District,Campbell Elementary School,23-3120-060,"24 DURHAM AVENUE, METUCHEN, NJ, 08840",CAMPBELLELEMENTARYSCHOOL,24DURHAMAVENUEMETUCHENNJ08840,Campbell Elementary School,"24 Durham Avenue, Metuchen, NJ, 08840",https://www.greatschools.org/new-jersey/metuchen/1143-Campbell-Elementary-School/,Above average,8.0,CAMPBELLELEMENTARYSCHOOL,24DURHAMAVENUEMETUCHENNJ08840,100.0,100.0
Passaic,West Milford Township Public School District,West Milford High School,31-5650-040,"67 HIGHLANDER DRIVE, WEST MILFORD, NJ, 07480",WESTMILFORDHIGHSCHOOL,67HIGHLANDERDRIVEWESTMILFORDNJ07480,West Milford High School,"67 Highlander Drive, West Milford, NJ, 07480",https://www.greatschools.org/new-jersey/west-milford/2158-West-Milford-High-School/,Average,5.0,WESTMILFORDHIGHSCHOOL,67HIGHLANDERDRIVEWESTMILFORDNJ07480,100.0,100.0
Charters,Academy Charter High School,Academy Charter High School,80-6010-910,"1725 MAIN STREET, LAKE COMO, NJ, 07719",ACADEMYCHARTERHIGHSCHOOL,1725MAINSTREETLAKECOMONJ07719,Academy Charter High School,"1725 Main Street, Lake Como, NJ, 07719",https://www.greatschools.org/new-jersey/lake-como/3363-Academy-Charter-High-School/,Below average,1.0,ACADEMYCHARTERHIGHSCHOOL,1725MAINSTREETLAKECOMONJ07719,100.0,100.0
Bergen,Hackensack School District,Hackensack High School,03-1860-050,"FIRST & BEECH STREETS, HACKENSACK, NJ, 07601",HACKENSACKHIGHSCHOOL,FIRST&BEECHSTREETSHACKENSACKNJ07601,Hackensack High School,"FIRST & BEECH STREETS, Hackensack, NJ, 07601",https://www.greatschools.org/new-jersey/hackensack/698-Hackensack-High-School/,Below average,3.0,HACKENSACKHIGHSCHOOL,FIRST&BEECHSTREETSHACKENSACKNJ07601,100.0,100.0
Passaic,Clifton Public School District,School #3,31-0900-100,"365 WASHINGTON AVENUE, CLIFTON, NJ, 07011",SCHOOL#3,365WASHINGTONAVENUECLIFTONNJ07011,School #3,"365 Washington Avenue, Clifton, NJ, 07011",https://www.greatschools.org/new-jersey/clifton/339-Number-3-Elementary-School/,Below average,4.0,SCHOOL#3,365WASHINGTONAVENUECLIFTONNJ07011,100.0,100.0
Passaic,Paterson Public School District,School 19,31-4010-230,"31 JAMES STREET, PATERSON, NJ, 07502",SCHOOL19,31JAMESSTREETPATERSONNJ07502,School 19,"31 James Street, Paterson, NJ, 07502",https://www.greatschools.org/new-jersey/paterson/1557-Number-19-Elementary-School/,Average,5.0,SCHOOL19,31JAMESSTREETPATERSONNJ07502,100.0,100.0
Bergen,River Dell Regional School District,River Dell Middle School,03-4405-060,"230 WOODLAND AVENUE, River Edge, NJ, 07661",RIVERDELLMIDDLESCHOOL,230WOODLANDAVENUERIVEREDGENJ07661,River Dell Middle School,"230 Woodland Avenue, River Edge, NJ, 07661",https://www.greatschools.org/new-jersey/river-edge/1475-River-Dell-Middle-School/,Average,5.0,RIVERDELLMIDDLESCHOOL,230WOODLANDAVENUERIVEREDGENJ07661,100.0,100.0
Cape May,Woodbine School District,Woodbine Elementary School,09-5840-050,"801 WEBSTER STREET, WOODBINE, NJ, 08270",WOODBINEELEMENTARYSCHOOL,801WEBSTERSTREETWOODBINENJ08270,Woodbine Elementary School,"801 Webster Street, Woodbine, NJ, 08270",https://www.greatschools.org/new-jersey/woodbine/2241-Woodbine-Elementary-School/,Average,5.0,WOODBINEELEMENTARYSCHOOL,801WEBSTERSTREETWOODBINENJ08270,100.0,100.0
Morris,Chester School District,Black River Middle School,27-0820-020,"133 Rt. 513 - North Road, Chester, NJ, 07930",BLACKRIVERMIDDLESCHOOL,133RT513NORTHROADCHESTERNJ07930,Black River Middle School,"133 Rt. 513 - North Road, Chester, NJ, 07930",https://www.greatschools.org/new-jersey/chester/311-Black-River-Middle-School/,Above average,7.0,BLACKRIVERMIDDLESCHOOL,133RT513NORTHROADCHESTERNJ07930,100.0,100.0
Gloucester,Deptford Township Public School District,Shady Lane Elementary School,15-1100-140,"130 PEACH STREET, WESTVILLE, NJ, 08093",SHADYLANEELEMENTARYSCHOOL,130PEACHSTREETWESTVILLENJ08093,Shady Lane Elementary School,"130 Peach Street, Westville, NJ, 08093",https://www.greatschools.org/new-jersey/westville/405-Shady-Lane-Elementary-School/,Below average,4.0,SHADYLANEELEMENTARYSCHOOL,130PEACHSTREETWESTVILLENJ08093,100.0,100.0
Morris,Butler Public School District,Butler High School,27-0630-020,"38 BARTHOLDI AVENUE, BUTLER, NJ, 07405",BUTLERHIGHSCHOOL,38BARTHOLDIAVENUEBUTLERNJ07405,Butler High School,"38 Bartholdi Avenue, Butler, NJ, 07405",https://www.greatschools.org/new-jersey/butler/226-Butler-High-School/,Average,5.0,BUTLERHIGHSCHOOL,38BARTHOLDIAVENUEBUTLERNJ07405,100.0,100.0
Camden,Haddon Township School District,Stoy Elementary School,07-1890-080,"206 BRIARWOOD AVENUE, HADDONFIELD, NJ, 08033",STOYELEMENTARYSCHOOL,206BRIARWOODAVENUEHADDONFIELDNJ08033,Stoy Elementary School,"206 Briarwood Avenue, Haddonfield, NJ, 08033",https://www.greatschools.org/new-jersey/haddonfield/715-Stoy-Elementary-School/,Average,6.0,STOYELEMENTARYSCHOOL,206BRIARWOODAVENUEHADDONFIELDNJ08033,100.0,100.0
Bergen,Glen Rock Public School District,Glen Rock Middle School,03-1760-060,"600 HARRISTOWN ROAD, GLEN ROCK, NJ, 07452",GLENROCKMIDDLESCHOOL,600HARRISTOWNROADGLENROCKNJ07452,Glen Rock Middle School,"600 Harristown Road, Glen Rock, NJ, 07452",https://www.greatschools.org/new-jersey/glen-rock/668-Glen-Rock-Middle-School/,Above average,7.0,GLENROCKMIDDLESCHOOL,600HARRISTOWNROADGLENROCKNJ07452,100.0,100.0
Essex,Essex County Schools of Technology,Essex County Newark Tech,13-1390-070,"91 WEST MARKET STREET, NEWARK, NJ, 07103",ESSEXCOUNTYNEWARKTECH,91WESTMARKETSTREETNEWARKNJ07103,Essex County Newark Tech,"91 West Market Street, Newark, NJ, 07103",https://www.greatschools.org/new-jersey/newark/547-West-Market-Street-Vocational-School/,Average,5.0,ESSEXCOUNTYNEWARKTECH,91WESTMARKETSTREETNEWARKNJ07103,100.0,100.0
Essex,Newark Public School District,East Ward Elementary School,13-3570-303,"104 Oliver Street, Newark, NJ, 07105",EASTWARDELEMENTARYSCHOOL,104OLIVERSTREETNEWARKNJ07105,East Ward Elementary School,"104 Oliver Street, Newark, NJ, 07105",https://www.greatschools.org/new-jersey/newark/8694-New-Oliver-Street-School/,Below average,1.0,EASTWARDELEMENTARYSCHOOL,104OLIVERSTREETNEWARKNJ07105,100.0,100.0
